Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
01:35:27,41.906010932922555;1342.3122782166802;166.45063552221373,1353.2420995776451,2;2;2,43.116546666666665;5.8825 
01:35:31,99.22781250317944;1.8897982374835864;10.076222143165836,99.75600415124373,84;84;84,43.116546666666665;5.8825 
01:35:35,387.37434673309315;5598.12107479731;3215.980828994132,6467.731530069447,3;3;3,43.116546666666665;5.8825 
01:35:39,212.5851557413737;1235.2397143363946;462.3608674272024,1335.9592703535077,9;9;9,43.116546666666665;5.8825 
01:35:43,598.0098491954802;1830.610953785579;97.80438479739573,1928.2940495526468,18;18;18,43.116546666666665;5.8825 
01:35:46,178.54883578618387;2534.9164983018227;33.40347758928175,2541.4163634553142,4;4;4,43.116546666666665;5.8825 
01:35:50,366.2754446029665;7217.872069714861;1209.3860773468066,7327.649664126232,3;3;3,43.116546666666665;5.8825 
01:35:54,838.6981939029687;2051.4442589441946;18.046295013421698,2216.340198790544,22;22;22,43.116546666666665;5.8825 
01:35:57,408.7662891705823;5663.026385428109;1443.5396232001044,5858.3926434616815,4;4;4,43.116546666666665;5.8825 
01:36:01,106.9703115177153;5267.978747072219;1325.01479471207,5433.112085477039,1;1;1,43.116546666666665;5.8825 
01:36:05,314.1560437234241;3124.0048288631433;86.82036119140868,3140.961312350981,6;6;6,43.116546666666665;5.8825 
01:36:09,155.4454132556915;4213.296753352482;1318.5498267396358,4417.533978806266,2;2;2,43.116546666666665;5.8825 
01:36:13,455.3303940105438;940.9418276119221;333.5260080401099,1097.240579225282,25;25;25,43.116546666666665;5.8825 
01:36:16,257.9901926422122;564.4704507827752;1592.8318134912072,1709.4733151986209,9;9;9,43.116546666666665;5.8825 
01:36:20,99.34689909617116;1701.9431897226968;613.5902411969472,1811.8977375932727,3;3;3,43.116546666666665;5.8825 
01:36:24,32.71514461199433;468.0402379798889;1421.1145578066516,1496.5622377519921,1;1;1,43.116546666666665;5.8825 
01:36:29,374.2093550523116;3717.798638572693;658.9771968873173,3794.2470009738563,6;6;6,43.116546666666665;5.8825 
01:36:32,741.5048293209074;3011.877631425856;795.6013170401288,3202.220750395831,13;13;13,43.116546666666665;5.8825 
01:36:36,122.51267062822954;23.808589738209427;24.877875115098647,127.26001760186061,74;74;74,43.116546666666665;5.8825 
01:36:40,53.014732542038175;2.9054634730023565;11.390539096137076,54.30237532003015,78;78;78,43.116546666666665;5.8825 
01:36:44,3.182916529973517;17.810615787506645;3.651781021687839,18.457640612963484,10;10;10,43.116546666666665;5.8825 
01:36:47,20.66183562914528;80.00935626029859;67.25773845990801,106.54582076972606,11;11;11,43.116546666666665;5.8825 
01:36:51,15.352194655736465;74.25267294565852;166.00421667099496,182.50081992383812,5;5;5,43.116546666666665;5.8825 
01:36:55,3.5008964379629885;60.16179859161363;2.519523153315717,60.31621906724028,3;3;3,43.116546666666665;5.8825 
01:36:58,6.070298792521078;178.8811559645338;8.530590394341786,179.18729714774534,2;2;2,43.116546666666665;5.8825 
01:37:02,45.3302180989581;41.9540196641297;74.09492997169842,96.46256831739544,28;28;28,43.116546666666665;5.8825 
01:37:06,14.899540904363045;68.77157221794239;23.461929289492645,74.17538399276141,12;12;12,43.116546666666665;5.8825 
01:37:10,68.50222453117364;17.069286158880036;70.90702552158845,100.05859065573658,43;43;43,43.116546666666665;5.8825 
01:37:14,9.705245583852607;5.390694675444729;8.01808160147921,13.694561456824314,45;45;45,43.116546666666665;5.8825 
01:37:17,3.8818488375340214;4.760346269606863;12.055179452854503,13.52985582497277,17;17;17,43.116546666666665;5.8825 
01:37:21,0.9483283138283088;0.8286182308212542;2.0088848304382623,2.3709814476757836,24;24;24,43.116546666666665;5.8825 
01:37:25,12.273400958378506;9.252591832480505;6.4175827312187295,16.65629595125063,47;47;47,43.116546666666665;5.8825 
01:37:29,143.41953783353165;641.1416414992016;575.3665622965709,873.314633626191,9;9;9,43.116546666666665;5.8825 
01:37:32,408.7793824609122;474.2501985359199;1369.3916965770559,1505.7381754444136,16;16;16,43.116546666666665;5.8825 
01:37:36,20.3868765322367;15.246201353074529;71.85971826556248,76.23575604429439,16;16;16,43.116546666666665;5.8825 
01:37:40,508.9642521381379;933.7349065208433;278.8147591654795,1099.383079521659,28;28;28,43.116546666666665;5.8825 
01:37:43,785.1223203468325;1949.3091124979646;475.6031718699347,2154.627914760955,21;21;21,43.116546666666665;5.8825 
01:37:47,780.8645070298511;135.57977437655154;2138.6262443447085,2280.7572134181496,20;20;20,43.116546666666665;5.8825 
01:37:51,418.6891327699022;166.35212409973215;1349.9444194984349,1423.1386281129016,17;17;17,43.116546666666665;5.8825 
01:37:55,276.86884682655284;464.76691539764454;811.5695198313286,975.3510801298986,16;16;16,43.116546666666665;5.8825 
01:37:59,355.8993237622579;411.89994998931803;1142.647082579918,1265.6888451685245,16;16;16,43.116546666666665;5.8825 
01:38:02,516.8364370759323;260.90376148541674;101.28283559482476,587.7490010478211,62;62;62,43.116546666666665;5.8825 
01:38:06,170.4210199419655;409.1204314994804;117.21113502503577,458.43353027700533,22;22;22,43.116546666666665;5.8825 
01:38:10,385.8174921639759;301.23171918869076;879.1558375295132,1006.2358931022554,23;23;23,43.116546666666665;5.8825 
01:38:14,10.03320133209229;36.54773773829023;642.4397477117872,643.5567043413827,1;1;1,43.116546666666665;5.8825 
01:38:18,351.1314956124624;1068.4187257448834;1272.9452730337557,1698.58811042358,12;12;12,43.116546666666665;5.8825 
01:38:22,122.75645522435508;255.8104715474444;386.840015789673,479.7429962685535,15;15;15,43.116546666666665;5.8825 
01:38:25,140.8283133284251;570.3349978701277;1804.8807678190944,1898.0804012669462,4;4;4,43.116546666666665;5.8825 
01:38:29,130.93602073987287;103.36529224713541;256.9389884757918,306.3433840765803,25;25;25,43.116546666666665;5.8825 
01:38:33,153.7557553132376;37.94186141331801;125.08643741290548,201.80940008855964,50;50;50,43.116546666666665;5.8825 
01:38:37,372.03462187767;1898.247150684993;599.6502514267004,2025.1746662931225,11;11;11,43.116546666666665;5.8825 
01:38:41,106.34806848208062;2011.699264405569;499.5832213624425,2075.530591715442,3;3;3,43.116546666666665;5.8825 
01:38:44,734.1245780054728;4173.712619237898;1103.7157425117402,4379.1556679667865,10;10;10,43.116546666666665;5.8825 
01:38:49,686.7524301052092;958.20003124555;1603.937417650231,1990.5756554004358,20;20;20,43.116546666666665;5.8825 
01:38:52,777.9166462357837;8244.612358382541;2305.6068463802326,8596.197425522534,5;5;5,43.116546666666665;5.8825 
01:38:57,35.651159095764214;4109.508111384706;423.9071207110001,4131.467677432689,0;0;0,43.116546666666665;5.8825 
01:39:00,32.43582108497611;2643.803418127695;322.24520318664673,2663.5672634964453,1;1;1,43.116546666666665;5.8825 
01:39:05,426.66357007026664;1278.8272778415685;3475.9967406972187,3728.2696187258866,7;7;7,43.116546666666665;5.8825 
01:39:09,523.5214970239005;1199.5124894587195;290.4596821880645,1340.6236597906186,23;23;23,43.116546666666665;5.8825 
01:39:12,1088.1047994995115;4284.483725891115;862.5067836411872,4503.852884358763,14;14;14,43.116546666666665;5.8825 
01:39:16,19.720365705490213;6382.401683622997;2109.3228370984443,6721.955294037758,0;0;0,43.116546666666665;5.8825 
01:39:20,534.8827320893606;4814.9240916188555;300.38252578737536,4853.846228192385,6;6;6,43.116546666666665;5.8825 
01:39:23,340.48041567484535;4035.991156657536;1609.7558264764339,4358.493472629135,4;4;4,43.116546666666665;5.8825 
01:39:27,629.7230453522998;3078.8741275691973;960.063642902373,3285.9913581270625,11;11;11,43.116546666666665;5.8825 
01:39:31,230.9700058333077;7145.133854017254;1479.7107729689305,7300.399229292765,2;2;2,43.116546666666665;5.8825 
01:39:34,214.71749159495056;1168.3261423651384;852.9106488100435,1462.3768840433038,8;8;8,43.116546666666665;5.8825 
01:39:38,1211.6886259746548;942.5173868815086;1098.8344391791234,1887.8467828762991,40;40;40,43.116546666666665;5.8825 
01:39:41,3.2359131813050475;4.19109988530697;9.427792526912171,10.812942443944888,17;17;17,43.116546666666665;5.8825 
01:39:45,39.807343540191944;1.526927048365212;2.1454291439582107,39.89434762155707,86;86;86,43.116546666666665;5.8825 
01:39:49,216.87164959907554;631.7101080322269;108.658098990146,676.6812805642435,19;19;19,43.116546666666665;5.8825 
01:39:52,18.40604875246682;58.568158111572565;22.74179832139822,65.46908557595333,16;16;16,43.116546666666665;5.8825 
01:39:56,55.964463806152274;134.11706679979883;37.69745332717278,150.13496196238302,22;22;22,43.116546666666665;5.8825 
01:40:01,4.298340167999404;13.660042753218749;70.77858657838831,72.21274689591867,3;3;3,43.116546666666665;5.8825 
01:40:04,3.9610320695239176;34.556310628256035;94.88208709399792,101.05661200834572,2;2;2,43.116546666666665;5.8825 
01:40:08,33.99267565409384;55.306058349611774;107.22843638422219,125.34831334206405,16;16;16,43.116546666666665;5.8825 
01:40:12,14.895176474253175;14.56535025596728;109.3607722377623,111.32741897088009,8;8;8,43.116546666666665;5.8825 
01:40:16,6.394513600667312;2.9010990428914862;9.26194418269155,11.622813337960778,33;33;33,43.116546666666665;5.8825 
01:40:19,1.4122048854829927;4.590133495331328;2.512664763161254,5.4200675600565,15;15;15,43.116546666666665;5.8825 
01:40:23,6.046606171925539;2.5756372547146578;10.197802696190195,12.132210569251843,30;30;30,43.116546666666665;5.8825 
01:40:27,0.023692620595427982;14.064064283372812;11.951056620235434,18.456061872652754,0;0;0,43.116546666666665;5.8825 
01:40:31,0.1670953241986739;1.8823163572955215;7.983166160544286,8.20377825536324,1;1;1,43.116546666666665;5.8825 
01:40:34,11.462240447998207;10.875536343256108;12.659341278054015,20.246460639713128,34;34;34,43.116546666666665;5.8825 
01:40:38,43.90679039319341;36.683658561706636;44.45109717687501,72.45272312571612,37;37;37,43.116546666666665;5.8825 
01:40:42,111.5523396428426;354.87680013656495;447.71758091929036,582.0932056115936,11;11;11,43.116546666666665;5.8825 
01:40:46,12.99290843645716;804.8470504824326;621.3651616922924,1016.8786822944014,1;1;1,43.116546666666665;5.8825 
01:40:50,669.9537386131287;678.2193457508084;697.0331569735145,1180.9634688477147,35;35;35,43.116546666666665;5.8825 
01:40:53,14.33091801007598;882.1959748458876;229.4649009355041,911.6629059069137,1;1;1,43.116546666666665;5.8825 
01:40:57,411.7958271567028;359.09159264246483;168.57237204550478,571.7859912477946,46;46;46,43.116546666666665;5.8825 
01:41:01,155.2359206104283;1493.7735902722702;549.2385897000567,1599.0999838841792,6;6;6,43.116546666666665;5.8825 
01:41:05,465.2600960000353;786.1753949832924;1213.084620119739,1518.5891492362737,18;18;18,43.116546666666665;5.8825 
01:41:08,55.33349191029878;110.21495355923794;20.105059045153695,124.95337015967675,26;26;26,43.116546666666665;5.8825 
01:41:12,48.24004600207003;1093.6052284177158;9.8804462782347,1094.7132596618637,3;3;3,43.116546666666665;5.8825 
01:41:16,227.53332886695893;946.7745767084756;27.929235251757945,974.1322071610921,14;14;14,43.116546666666665;5.8825 
01:41:19,552.8835123316445;505.14475230217016;610.8955173492259,966.4598967903298,35;35;35,43.116546666666665;5.8825 
01:41:24,17.044970048268645;1328.2924817244202;909.39385630924,1609.8598180905553,1;1;1,43.116546666666665;5.8825 
01:41:27,24.113476355870592;997.5565915044147;297.43778244336914,1041.2347705588302,1;1;1,43.116546666666665;5.8825 
01:41:31,867.3138916619615;253.88326390902088;1442.0045907815152,1701.7835756046888,31;31;31,43.116546666666665;5.8825 
01:41:35,241.04373401641843;902.7094198513033;612.1094524097206,1116.9889704586087,12;12;12,43.116546666666665;5.8825 
01:41:40,385.84617270469636;458.06315074920735;1520.0293783219686,1633.7651085841635,14;14;14,43.116546666666665;5.8825 
01:41:44,513.334917147954;10.871171913148125;353.6753348763817,623.4718614676871,55;55;55,43.116546666666665;5.8825 
01:41:48,383.6689455699917;508.78905144373533;469.3826119836064,791.4468997326088,29;29;29,43.116546666666665;5.8825 
01:41:51,1102.197544323603;4955.394521678289;553.6211010201608,5106.590899581339,12;12;12,43.116546666666665;5.8825 
01:41:55,437.93814002354924;3963.1899684683503;656.6453442287354,4041.0206196891304,6;6;6,43.116546666666665;5.8825 
01:41:59,260.0084298229216;2718.624090477626;677.6307711760356,2813.841642834385,5;5;5,43.116546666666665;5.8825 
01:42:03,19.364352906544564;1738.7764858881637;1510.6913683573193,2303.455460057865,0;0;0,43.116546666666665;5.8825 
01:42:07,257.6690952841441;2526.974482482275;995.3120274480157,2728.1201274437663,5;5;5,43.116546666666665;5.8825 
01:42:10,771.0233406225841;4836.824178419113;1240.1858606306782,5052.465348088277,9;9;9,43.116546666666665;5.8825 
01:42:14,666.2932287311556;6177.721134300231;1439.657150872554,6378.15002895755,6;6;6,43.116546666666665;5.8825 
01:42:18,443.0357943916323;1015.1016005452486;296.82239779788944,1146.6540499977484,23;23;23,43.116546666666665;5.8825 
01:42:23,3.0395138263703547;5756.3983797041565;1662.1495629628491,5991.566799607806,0;0;0,43.116546666666665;5.8825 
01:42:27,348.4324073346455;4731.201228825251;2487.9988746229974,5356.846890685218,4;4;4,43.116546666666665;5.8825 
01:42:30,20.149950326283832;2339.952417383194;58.77079236668159,2340.7770808325627,0;0;0,43.116546666666665;5.8825 
01:42:34,1458.8562789249418;6801.911952743531;1311.5486573537164,7079.154450641714,12;12;12,43.116546666666665;5.8825 
01:42:39,316.96548973401326;5183.612442582448;576.3672637716688,5225.179834161264,3;3;3,43.116546666666665;5.8825 
01:42:42,301.7261467711128;6784.276537650424;2074.8912244733015,7100.888704968955,2;2;2,43.116546666666665;5.8825 
01:42:46,112.39716861406961;3485.400840603511;930.7078624948009,3609.2754492420995,2;2;2,43.116546666666665;5.8825 
01:42:49,119.18448092460612;90.96719328562341;238.05222892124254,281.33402645592554,25;25;25,43.116546666666665;5.8825 
01:42:53,7.743745994567647;6.4325464916206165;5.370742995022937,11.41000160884437,43;43;43,43.116546666666665;5.8825 
01:42:56,14.516718034744775;3.0245500659970004;16.84358277318232,22.440795133841643,40;40;40,43.116546666666665;5.8825 
01:43:00,31.19133501370741;6.611488126123222;14.19811463677334,34.902687782148746,63;63;63,43.116546666666665;5.8825 
01:43:04,36.760347833633276;232.01123415947077;70.26358382539222,245.18871744237825,9;9;9,43.116546666666665;5.8825 
01:43:07,33.23638226509111;43.383682270048965;21.99049285254162,58.90995475535105,34;34;34,43.116546666666665;5.8825 
01:43:11,1.9633700593313375;99.99719918251093;43.80204407055288,109.18751637021194,1;1;1,43.116546666666665;5.8825 
01:43:14,53.29156210899332;33.053076200484924;25.05182882943835,67.52844264479401,52;52;52,43.116546666666665;5.8825 
01:43:18,45.69059532801306;4.203569685616859;56.717639745071935,72.95334918824392,39;39;39,43.116546666666665;5.8825 
01:43:22,90.0936837736763;144.73697223663316;66.79822631835997,183.10561440714466,29;29;29,43.116546666666665;5.8825 
01:43:26,0.7195074780777799;15.678903423946178;21.898216330175302,26.942115396375193,2;2;2,43.116546666666665;5.8825 
01:43:29,5.166861759822339;0.9059309927638148;15.226249672549486,16.104528881640025,19;19;19,43.116546666666665;5.8825 
01:43:33,17.733303025564307;5.245421501796077;0.8074195702274523,18.5104405482522,73;73;73,43.116546666666665;5.8825 
01:43:36,0.2568778864548149;16.17769543647485;2.8530903117385265,16.42936213645633,1;1;1,43.116546666666665;5.8825 
01:43:40,2.484607712428116;11.117450469334877;5.70680411333413,12.741216331682736,11;11;11,43.116546666666665;5.8825 
01:43:44,0.40277455012049934;0.19639935493243055;4.2004522355050256,4.224286806977221,5;5;5,43.116546666666665;5.8825 
01:43:48,47.73501908938084;60.602606032689636;303.8478832944076,313.4881881154518,9;9;9,43.116546666666665;5.8825 
01:43:52,258.37550947189305;1250.5233250904082;1257.976524737705,1792.5042335462376,8;8;8,43.116546666666665;5.8825 
01:43:55,559.1901138401033;1132.6500436687463;1424.4969911416465,1903.8858638613096,17;17;17,43.116546666666665;5.8825 
01:43:59,234.79574056943252;989.8882878017428;187.31074097631682,1034.4530805221234,13;13;13,43.116546666666665;5.8825 
01:44:03,52.802122446696075;518.5254715283713;542.6439358043745,752.4089113134279,4;4;4,43.116546666666665;5.8825 
01:44:07,93.2416848627727;1867.9081265226998;1722.6068958218957,2542.6657858355547,2;2;2,43.116546666666665;5.8825 
01:44:11,80.86852550188705;563.4292224566129;729.3735840861028,925.1908085889744,5;5;5,43.116546666666665;5.8825 
01:44:14,346.2389694595333;278.28042822202264;875.6468357213158,981.875145633387,21;21;21,43.116546666666665;5.8825 
01:44:18,491.06011284828156;272.9009563668577;229.7965976238192,606.9772999841066,54;54;54,43.116546666666665;5.8825 
01:44:22,293.04093085289;325.16999485015765;301.67190313974857,531.6149450964839,33;33;33,43.116546666666665;5.8825 
01:44:26,247.77306175549833;94.23989237785368;226.03508235930647,348.3740890253779,45;45;45,43.116546666666665;5.8825 
01:44:30,62.041620988845466;1448.8660984039323;995.8488523515055,1759.197848614239,2;2;2,43.116546666666665;5.8825 
01:44:33,436.9630016390482;481.6865639527638;227.5140006764662,689.0001677778009,39;39;39,43.116546666666665;5.8825 
01:44:37,556.1175550429026;645.7080823739378;1370.2265497080502,1613.606662168557,20;20;20,43.116546666666665;5.8825 
01:44:41,261.86892402966834;42.20902708053631;409.04935363771597,487.5226241426903,33;33;33,43.116546666666665;5.8825 
01:44:45,189.05651302019754;1886.3465967559819;3255.487026856765,3767.2591668533946,3;3;3,43.116546666666665;5.8825 
01:44:48,9.09110791842141;351.0498184204088;190.71686693192726,399.6142472291458,1;1;1,43.116546666666665;5.8825 
01:44:52,663.3908827082312;157.98426459948135;14.547892535526685,682.0983303737594,77;77;77,43.116546666666665;5.8825 
01:44:56,164.6194453461966;2250.4310974439;1096.1846066125265,2508.617224269758,4;4;4,43.116546666666665;5.8825 
01:45:00,646.6127663866674;3805.8198415342968;415.39087058701443,3882.6437270547235,10;10;10,43.116546666666665;5.8825 
01:45:03,182.8852088451384;6062.730870711005;1138.1492256069096,6171.348010770107,2;2;2,43.116546666666665;5.8825 
01:45:07,295.8659641138714;3503.5232013988502;3484.7062727260677,4950.291839744146,3;3;3,43.116546666666665;5.8825 
01:45:11,744.0542799949643;734.3509048811592;909.4855093415504,1385.6593790614131,32;32;32,43.116546666666665;5.8825 
01:45:15,745.7645131079358;1452.5690056069689;705.0599674351919,1778.5474361795495,25;25;25,43.116546666666665;5.8825 
01:45:19,90.09243679364565;1317.1295164839416;621.0889556153489,1459.0059290996744,4;4;4,43.116546666666665;5.8825 
01:45:23,142.80664714813275;2974.8261137549093;616.2257334931791,3041.3349536292503,3;3;3,43.116546666666665;5.8825 
01:45:26,1410.7297081057231;2364.249823293684;1083.6144244066866,2958.725360194574,28;28;28,43.116546666666665;5.8825 
01:45:30,108.32328485170989;6505.05588648478;1129.7177701250885,6603.313430427769,1;1;1,43.116546666666665;5.8825 
01:45:33,864.7120678265894;2177.9142207018535;56.502535689640254,2343.977356870082,22;22;22,43.116546666666665;5.8825 
01:45:37,329.079900738398;2335.3959523487065;1511.3154818630203,2801.150178236713,7;7;7,43.116546666666665;5.8825 
01:45:41,46.479310197830266;7040.191132030488;1704.6940276718221,7243.785835443865,0;0;0,43.116546666666665;5.8825 
01:45:44,831.4862848917646;3183.4464964866647;886.295421698911,3407.524117666782,14;14;14,43.116546666666665;5.8825 
01:45:48,528.3591560554505;948.9312286726635;1011.4959577846445,1484.1691100250382,21;21;21,43.116546666666665;5.8825 
01:45:52,1131.0607676188147;3259.087058207192;257.6223335329413,3459.380895442858,19;19;19,43.116546666666665;5.8825 
01:45:55,545.1410133171074;413.9986173820489;313.24699528058454,752.7929726338878,46;46;46,43.116546666666665;5.8825 
01:45:59,8.900943463643216;18.66230314890627;4.085730072677762,21.076089380894008,25;25;25,43.116546666666665;5.8825 
01:46:03,18.55630984624261;1.2401216411600524;8.370353460353641,20.394542256346135,66;66;66,43.116546666666665;5.8825 
01:46:07,44.75723077456187;64.73509785652087;83.35874462450299,114.64084309910595,23;23;23,43.116546666666665;5.8825 
01:46:11,38.35897623380051;27.396774778367437;29.279091135661517,55.49107589236521,44;44;44,43.116546666666665;5.8825 
01:46:15,50.02447442690537;45.91567522366813;120.52249049822095,138.3342618038902,21;21;21,43.116546666666665;5.8825 
01:46:20,0.670875256856468;172.19484903653404;28.98106290815683,174.61792037363048,0;0;0,43.116546666666665;5.8825 
01:46:24,12.520926494598502;4.309562988281668;37.0434123007346,39.339043307067364,19;19;19,43.116546666666665;5.8825 
01:46:28,1.0219001356762125;80.04801264127137;52.19484317144385,95.5668889385652,1;1;1,43.116546666666665;5.8825 
01:46:32,47.03421631177268;42.871173477172505;5.325851713843477,63.86328926582385,47;47;47,43.116546666666665;5.8825 
01:46:36,21.474866609573677;3.8949421278638985;21.28719611480001,30.48745952860533,45;45;45,43.116546666666665;5.8825 
01:46:39,10.435352392197242;0.05736108144205332;0.9196477730775143,10.475954461027754,85;85;85,43.116546666666665;5.8825 
01:46:43,13.551555490493264;1.2962357425708726;1.859870716693024,13.739869082165544,81;81;81,43.116546666666665;5.8825 
01:46:47,19.408620697657696;0.05424363136252719;7.210662031146953,20.70485804550503,70;70;70,43.116546666666665;5.8825 
01:46:51,4.997272475559838;0.23630271593599872;4.387499240189996,6.654225781502644,49;49;49,43.116546666666665;5.8825 
01:46:54,291.8986971441904;255.49997351964404;85.70493755338404,397.27877137350805,47;47;47,43.116546666666665;5.8825 
01:46:58,278.9675142192836;919.6134811560319;665.7208648967732,1169.0577824352863,14;14;14,43.116546666666665;5.8825 
01:47:02,254.4350525728859;1496.7968933582301;283.7153906885828,1544.5493060625133,9;9;9,43.116546666666665;5.8825 
01:47:06,75.58631808916716;433.06618904113844;402.1236265436876,595.7877361926301,7;7;7,43.116546666666665;5.8825 
01:47:09,607.1558242352801;332.2447360579186;550.2180925146529,884.1745918490767,43;43;43,43.116546666666665;5.8825 
01:47:13,112.7307357724509;2439.8224246025075;988.0365224551965,2634.7026116976494,2;2;2,43.116546666666665;5.8825 
01:47:17,37.56028552373258;750.640205030442;213.58897466661375,781.3397100851226,3;3;3,43.116546666666665;5.8825 
01:47:21,192.7600437132519;1464.1646729183205;995.3413314787589,1780.909596252504,6;6;6,43.116546666666665;5.8825 
01:47:25,158.02105051040644;217.46521209398918;26.358663902270152,270.1047019920404,36;36;36,43.116546666666665;5.8825 
01:47:29,76.52965848286959;211.2677213382722;2087.9059550603342,2099.9624082071987,2;2;2,43.116546666666665;5.8825 
01:47:33,898.9129891459146;88.17707546552123;100.66869792938782,908.8200841947177,82;82;82,43.116546666666665;5.8825 
01:47:37,240.02931576093025;500.6637295595795;315.31386468253686,638.5147420241801,22;22;22,43.116546666666665;5.8825 
01:47:41,199.6708070468902;336.22010839780154;1466.48592624663,1517.7263799371815,8;8;8,43.116546666666665;5.8825 
01:47:44,93.72239566485085;171.74157179514725;504.69022808074374,541.2866904441856,10;10;10,43.116546666666665;5.8825 
01:47:50,525.7143114089965;716.5340541934953;365.48922369320456,960.926095324226,33;33;33,43.116546666666665;5.8825 
01:47:54,281.2021024354298;678.9388532288862;176.0586166636191,755.6647572431627,22;22;22,43.116546666666665;5.8825 
01:47:57,746.7128414217625;531.6374665578205;56.59481221199414,918.3797886285885,54;54;54,43.116546666666665;5.8825 
01:48:01,134.82348098754892;80.00249787012814;488.5206380144673,513.0596305081135,15;15;15,43.116546666666665;5.8825 
01:48:05,950.1065073521933;1695.4096378485365;53.74483935039187,1944.2234241926744,29;29;29,43.116546666666665;5.8825 
01:48:09,86.30099400838219;8290.27739061991;1962.5882028515962,8519.853257478253,1;1;1,43.116546666666665;5.8825 
01:48:13,384.69458664576183;550.3128629970561;1085.06466218312,1276.0092058026612,18;18;18,43.116546666666665;5.8825 
01:48:16,721.5450434494016;1913.2614137522373;179.75217151642119,2052.682959018386,21;21;21,43.116546666666665;5.8825 
01:48:20,391.29859289169343;3354.22103526751;1155.8451192315324,3569.2984299272907,6;6;6,43.116546666666665;5.8825 
01:48:24,229.75170634269674;403.1230810387934;646.1071159839644,795.4548826669595,17;17;17,43.116546666666665;5.8825 
01:48:28,342.40699982325276;2197.1750742657973;2.7851298999426177,2223.69706062931,9;9;9,43.116546666666665;5.8825 
01:48:32,556.0689228216808;3211.1550162728613;213.15128467562516,3265.9091621815346,10;10;10,43.116546666666665;5.8825 
01:48:35,309.8932424863181;4225.959835570653;842.5937595208612,4320.270199556797,4;4;4,43.116546666666665;5.8825 
01:48:39,212.80587120691914;1263.0941307862615;688.5343645699998,1454.225805451358,8;8;8,43.116546666666665;5.8825 
01:48:43,1003.903096373876;2040.3249380048112;201.80438988049156,2282.864930592353,26;26;26,43.116546666666665;5.8825 
01:48:48,117.55592500368758;3848.9391640377053;861.8047338835364,3945.9928387303003,2;2;2,43.116546666666665;5.8825 
01:48:52,29.824021409352877;2050.9535723018653;734.6626498889837,2178.7678254308585,1;1;1,43.116546666666665;5.8825 
01:48:56,153.15533442815135;1893.5435420068106;514.6255414803758,1968.1979447920037,4;4;4,43.116546666666665;5.8825 
01:48:59,1243.315157019297;5527.627423156101;2286.0791390895906,6109.554430486882,12;12;12,43.116546666666665;5.8825 
01:49:03,705.9490641975402;69.65692804018786;106.08744965552752,717.2661401737801,80;80;80,43.116546666666665;5.8825 
01:49:07,20.8046148427327;9.379160305656665;32.42584524465997,39.65143234013492,32;32;32,43.116546666666665;5.8825 
01:49:11,27.79019697825083;18.558180316290308;23.64087092404432,40.93399421983214,43;43;43,43.116546666666665;5.8825 
01:49:14,67.72410899162307;58.444707088470935;36.948641818350225,96.78605714454507,44;44;44,43.116546666666665;5.8825 
01:49:18,28.24409770965563;1.562465979258243;4.110046183290805,28.584310993929822,81;81;81,43.116546666666665;5.8825 
01:49:22,84.79900656064352;164.18424931526255;112.83111766497456,216.51374171265823,23;23;23,43.116546666666665;5.8825 
01:49:26,3.220325930913162;35.24027917544026;23.481880969983493,42.469359653198836,4;4;4,43.116546666666665;5.8825 
01:49:30,15.171382551193394;87.42140556653133;98.23708686829136,132.37521760552778,7;7;7,43.116546666666665;5.8825 
01:49:34,92.12127330462106;117.5153981526702;83.17294459978974,170.92084867459846,33;33;33,43.116546666666665;5.8825 
01:49:37,21.751696176528945;87.4800136280045;111.72005845705968,143.5522919794759,9;9;9,43.116546666666665;5.8825 
01:49:41,11.134908189773071;5.819032316207173;6.560985434813205,14.1737026696474,52;52;52,43.116546666666665;5.8825 
01:49:45,4.724183848698299;1.3810303847023864;22.271063359603716,22.808450651617182,12;12;12,43.116546666666665;5.8825 
01:49:49,3.901800518035375;0.5062738927182897;1.474553887012675,4.201746030246645,68;68;68,43.116546666666665;5.8825 
01:49:53,4.135609273909699;20.69488059997415;6.0491001320226445,21.953882561425687,11;11;11,43.116546666666665;5.8825 
01:49:56,3.8151354058587468;10.14542953491282;5.848336346980787,12.316169722780494,18;18;18,43.116546666666665;5.8825 
01:50:01,295.07974320411677;337.87672136942393;287.63527241705765,532.8853381649694,34;34;34,43.116546666666665;5.8825 
01:50:04,532.7061284446715;926.8459653377548;228.24660144489428,1093.122030615306,29;29;29,43.116546666666665;5.8825 
01:50:08,56.14028799057025;695.5610970465356;763.0725959428269,1034.0390506838555,3;3;3,43.116546666666665;5.8825 
01:50:12,280.5455674489337;905.8181410694128;1212.336432100951,1539.1464987794225,11;11;11,43.116546666666665;5.8825 
01:50:16,276.25408567110685;74.23272126515657;397.98115887960785,490.11816899556516,34;34;34,43.116546666666665;5.8825 
01:50:20,266.2252487691243;352.76690992355276;1302.3234990819237,1375.2697452064376,11;11;11,43.116546666666665;5.8825 
01:50:24,75.22905831019077;59.90055627505064;620.1456152216717,627.557226024021,7;7;7,43.116546666666665;5.8825 
