Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
22:16:30,450.33374502499913;2440.820008627574;1258.5326778316528,2782.859554054977,9;9;9,43.116546666666665;5.8825 
22:16:34,690.9073675696054;3787.8040975316326;432.55679769831625,3874.521680810989,10;10;10,43.116546666666665;5.8825 
22:16:38,17.455849968592258;5459.691951049167;1100.400646098441,5569.508280717702,0;0;0,43.116546666666665;5.8825 
22:16:41,654.8216359329224;2428.779792935054;1218.4990074157706,2795.085417036254,14;14;14,43.116546666666665;5.8825 
22:16:45,392.5954521242779;6478.84810716629;953.6591534614782,6560.416889629937,3;3;3,43.116546666666665;5.8825 
22:16:48,16.98511500676486;5125.087305281955;932.9405802408957,5209.336474749377,0;0;0,43.116546666666665;5.8825 
22:16:52,62.270441824595274;141.48547180493748;971.5969612121871,983.8172603149694,4;4;4,43.116546666666665;5.8825 
22:16:56,625.0792917156211;110.62022206942221;44.93367844897378,636.3803814711346,79;79;79,43.116546666666665;5.8825 
22:16:59,196.93368587811787;21.192425632476475;117.19430079457815,230.14451911018716,59;59;59,43.116546666666665;5.8825 
22:17:03,27.92237686157212;9.1522099399578;20.81833162313096,36.01145662085019,51;51;51,43.116546666666665;5.8825 
22:17:06,21.648196833928324;16.92525996526184;12.811472841924854,30.31901527806564,46;46;46,43.116546666666665;5.8825 
22:17:10,16.241914908091182;27.91240102132092;41.097967872588015,52.26801023487491,18;18;18,43.116546666666665;5.8825 
22:17:13,45.68124297777791;62.61647878328985;20.75473564147501,80.23938201880972,35;35;35,43.116546666666665;5.8825 
22:17:17,45.47362080256163;23.752475636800884;32.93211913745786,60.9635527069716,48;48;48,43.116546666666665;5.8825 
22:17:21,28.764088382720903;54.560364290872684;0.049879201275970786,61.67826699880951,28;28;28,43.116546666666665;5.8825 
22:17:25,75.36872007369986;55.91583158493207;58.74522927603287,110.71597061885826,43;43;43,43.116546666666665;5.8825 
22:17:28,37.23856467564923;61.00725105285759;19.941704661057713,74.20422471071142,30;30;30,43.116546666666665;5.8825 
22:17:32,5.882628297805809;192.21448994954454;118.08277406691481,225.66470037112973,1;1;1,43.116546666666665;5.8825 
22:17:36,6.690047868093407;0.7120255978901868;14.410724732034197,15.903858281306901,25;25;25,43.116546666666665;5.8825 
22:17:40,1.467072006862011;5.671888672511837;4.297716678046015,7.265878476236792,12;12;12,43.116546666666665;5.8825 
22:17:44,3.5994078604377338;3.2832984224964723;8.325462179236354,9.646196451184462,22;22;22,43.116546666666665;5.8825 
22:17:47,1.6279324309025207;3.745928014120492;4.421167701146089,6.019041828083128,16;16;16,43.116546666666665;5.8825 
22:17:51,13.121970869699586;2.8686775620772598;4.189229415210605,14.070006167506675,69;69;69,43.116546666666665;5.8825 
22:17:54,116.10880467732747;0.21136311531055885;15.564181261076726,117.14752637717942,82;82;82,43.116546666666665;5.8825 
22:17:58,189.4480647500356;2066.3381884384157;367.3833863607925,2107.2765909605723,5;5;5,43.116546666666665;5.8825 
22:18:02,113.7781989987691;197.6388530858359;1057.7009323755854,1082.0064034767404,6;6;6,43.116546666666665;5.8825 
22:18:05,154.16912919362392;469.2398327700297;529.6984126090845,724.24757464209,12;12;12,43.116546666666665;5.8825 
22:18:09,32.47946538607263;3264.2352152665458;441.5699693647994,3294.126666371958,1;1;1,43.116546666666665;5.8825 
22:18:13,541.236095348994;1403.8875286738091;534.8690153090505,1596.8473839450512,20;20;20,43.116546666666665;5.8825 
22:18:17,187.27831949551864;1550.872805906931;367.4775333531599,1604.780161447052,7;7;7,43.116546666666665;5.8825 
22:18:20,225.39475811322535;1025.5893260987602;493.3003124745827,1160.1644112280594,11;11;11,43.116546666666665;5.8825 
22:18:24,608.4639062881467;1127.4912872791276;232.09789927165224,1302.0500616305385,28;28;28,43.116546666666665;5.8825 
22:18:28,359.77743165969855;87.92456200917503;196.52717038789547,419.27730398487734,59;59;59,43.116546666666665;5.8825 
22:18:31,52.18549082120264;330.7240439097089;412.6225749174708,531.3747340660493,6;6;6,43.116546666666665;5.8825 
22:18:35,385.29999545097337;908.0633286158243;425.42469540912896,1074.2538185807489,21;21;21,43.116546666666665;5.8825 
22:18:38,115.15673542340612;750.615265429814;57.93718621570321,761.6042725433199,9;9;9,43.116546666666665;5.8825 
22:18:42,636.8351959609986;4106.7628848457325;126.3402758343748,4157.766506726783,9;9;9,43.116546666666665;5.8825 
22:18:45,361.6809466775259;495.17577044169167;2299.354488503141,2379.7149439841774,9;9;9,43.116546666666665;5.8825 
22:18:49,509.4536918004351;1369.7003241348264;391.9632332483758,1513.0291531370642,20;20;20,43.116546666666665;5.8825 
22:18:53,30.393267793655365;2296.4471545600873;1328.3037045447036,2653.108368672769,1;1;1,43.116546666666665;5.8825 
22:18:56,639.3010989729565;436.4074720350912;471.1084323469752,906.1459771055177,45;45;45,43.116546666666665;5.8825 
22:19:00,237.68436981201057;331.268974183401;304.5393337217899,508.89802386447434,28;28;28,43.116546666666665;5.8825 
22:19:04,163.69792710304247;715.2652520116173;478.6657548268511,876.0834988270436,11;11;11,43.116546666666665;5.8825 
22:19:08,113.39163518905684;4194.656895844139;1158.5117860285638,4353.177425186198,1;1;1,43.116546666666665;5.8825 
22:19:11,364.66496989250174;1295.8410733890541;695.6564910189229,1515.2962024784317,14;14;14,43.116546666666665;5.8825 
22:19:15,545.3180844815577;2950.8485582224534;511.2774000962652,3044.0570964874105,10;10;10,43.116546666666665;5.8825 
22:19:18,265.52631646156294;4125.38902557373;1117.5896423403522,4282.329441521781,4;4;4,43.116546666666665;5.8825 
22:19:23,428.9972931989033;6763.980690660476;2374.906514641431,7181.619205616938,3;3;3,43.116546666666665;5.8825 
22:19:27,87.65770828247047;2792.937241954803;1227.7846442190832,3052.1529194815284,2;2;2,43.116546666666665;5.8825 
22:19:30,91.32694702466343;911.4208223501844;1788.6095488802666,2009.515524949236,3;3;3,43.116546666666665;5.8825 
22:19:34,122.68787132263223;5417.968622690837;1024.7488615576365,5515.391784768857,1;1;1,43.116546666666665;5.8825 
22:19:38,189.0533955701192;5684.426433235804;1195.817064135891,5811.920810895921,2;2;2,43.116546666666665;5.8825 
22:19:42,557.5316303984324;1402.2776774533595;1419.4560743649768,2071.7335134206696,16;16;16,43.116546666666665;5.8825 
22:19:46,17.581171461741707;492.80276744206725;40.903438987720975,494.8098185258146,2;2;2,43.116546666666665;5.8825 
22:19:50,344.7569336922963;1020.5583851623534;409.61298861185116,1152.4667289313118,17;17;17,43.116546666666665;5.8825 
22:19:54,393.83931470553057;3661.6620915222156;2107.116929423018,4242.973065264456,5;5;5,43.116546666666665;5.8825 
22:19:57,225.7414185619354;1945.6523435560862;275.44853657089163,1977.9772815527208,7;7;7,43.116546666666665;5.8825 
22:20:01,381.1949371878308;4507.496128654477;213.2984283192929,4528.612055530503,5;5;5,43.116546666666665;5.8825 
22:20:04,407.8740749581656;205.94062264442437;415.4750417391551,617.5696814014635,41;41;41,43.116546666666665;5.8825 
22:20:08,15.388980566660493;13.756683705646422;26.760814962429436,33.79657211777016,27;27;27,43.116546666666665;5.8825 
22:20:12,41.78318339983635;18.791989072164228;5.9755283100955126,46.202599568611426,65;65;65,43.116546666666665;5.8825 
22:20:16,5.560907449722374;25.318059066136378;62.06157266935186,67.25746507811598,5;5;5,43.116546666666665;5.8825 
22:20:19,66.30941014607767;58.645470873514405;61.02907320341622,107.52105330568943,38;38;38,43.116546666666665;5.8825 
22:20:23,2.632374846140484;40.05673954645833;53.54781650542506,66.92413938872927,2;2;2,43.116546666666665;5.8825 
22:20:27,34.10053942680373;25.877953100203023;132.7940209865588,139.52335738375106,14;14;14,43.116546666666665;5.8825 
22:20:30,31.06102560043334;2.2283533159890845;42.913570798241096,53.02195232644028,36;36;36,43.116546666666665;5.8825 
22:20:34,24.136545486450277;91.9067927392318;125.90071537335668,157.73528936529885,9;9;9,43.116546666666665;5.8825 
22:20:38,52.357574065526315;33.732680317559996;35.967892023737846,71.9228652103421,47;47;47,43.116546666666665;5.8825 
22:20:42,3.262099761963122;6.350245809554512;13.433715877496866,15.212877406200178,12;12;12,43.116546666666665;5.8825 
22:20:45,9.164056250254015;11.641805572510544;8.16397826514681,16.91632658291234,33;33;33,43.116546666666665;5.8825 
22:20:49,6.150105514526382;27.396774778365774;8.72075484907775,29.40167735409019,12;12;12,43.116546666666665;5.8825 
22:20:53,3.069441347122087;1.8848103173562114;3.747174994092717,5.1976245105037,36;36;36,43.116546666666665;5.8825 
22:20:56,7.341594934463486;2.5868600749975323;7.9513681697598315,11.127224137242225,41;41;41,43.116546666666665;5.8825 
22:21:00,226.39421260833714;296.4358339881893;204.7834251753482,425.5170906102007,32;32;32,43.116546666666665;5.8825 
22:21:04,361.42282181104014;589.5465957228344;593.82186676023,911.4911157531062,23;23;23,43.116546666666665;5.8825 
22:21:07,15.675785973866665;2128.1609644317627;176.63596841809337,2135.5362525923147,0;0;0,43.116546666666665;5.8825 
22:21:11,538.9840494124088;660.924979696274;1648.3779154968038,1855.9297903221195,17;17;17,43.116546666666665;5.8825 
22:21:14,27.014575398762926;1144.7482439327234;511.0866121514697,1253.9489042187868,1;1;1,43.116546666666665;5.8825 
22:21:18,247.7057248338063;2152.2438897768657;2156.0022875912937,3056.4452802718693,5;5;5,43.116546666666665;5.8825 
22:21:22,397.73737428347243;1323.7185589694964;892.4361748631906,1645.256262248114,14;14;14,43.116546666666665;5.8825 
22:21:25,90.56878316561351;3622.5150239086156;2354.628748861946,4321.469003463395,1;1;1,43.116546666666665;5.8825 
22:21:29,154.20092718442277;3636.7561593564333;660.3682031122737,3699.4404242051555,2;2;2,43.116546666666665;5.8825 
22:21:33,194.97031581878647;1875.1019543234513;636.1306522433008,1989.6439304261432,6;6;6,43.116546666666665;5.8825 
22:21:36,124.8258185863495;2217.2608051204693;1759.8379786173552,2833.5237203689053,3;3;3,43.116546666666665;5.8825 
22:21:40,273.5188349723818;589.6251554648073;542.6844626553731,846.7448275892202,19;19;19,43.116546666666665;5.8825 
22:21:43,126.76487253506977;718.6327215862262;968.1010526942941,1212.3209021010318,6;6;6,43.116546666666665;5.8825 
22:21:47,1.0574390665691324;1495.6908220704386;1024.2139071242136,1812.7620585586437,0;0;0,43.116546666666665;5.8825 
22:21:51,103.93266816139234;2467.0309053961428;562.2308746465219,2532.4192078122946,2;2;2,43.116546666666665;5.8825 
22:21:54,333.3009281444549;917.8028661505368;209.43403720219322,998.6562099916592,20;20;20,43.116546666666665;5.8825 
22:21:58,403.80642609596254;328.38283890088405;374.63457524300736,641.2846354065459,39;39;39,43.116546666666665;5.8825 
22:22:02,66.54571286201455;1576.4365200392413;395.4005337047271,1626.6290344352426,2;2;2,43.116546666666665;5.8825 
22:22:05,588.237266689937;15.324137605031819;84.84015690167723,594.5214574254551,82;82;82,43.116546666666665;5.8825 
22:22:09,869.1550576782233;403.5483012294768;419.48158857982423,1046.0624019963077,56;56;56,43.116546666666665;5.8825 
22:22:13,282.7552160644527;1876.223612861633;292.22228846230894,1919.7810874017284,8;8;8,43.116546666666665;5.8825 
22:22:17,542.5285901514687;2720.1273249053934;2771.058977305076,3920.739444356353,8;8;8,43.116546666666665;5.8825 
22:22:21,503.5654520924884;32.28930093129526;254.64516870816922,565.2122835202327,63;63;63,43.116546666666665;5.8825 
22:22:25,392.09042521158847;8149.034456431069;1209.4266041978212,8247.61845532302,3;3;3,43.116546666666665;5.8825 
22:22:29,1053.524172760645;8151.438633931477;2446.874720169708,8575.725093631865,7;7;7,43.116546666666665;5.8825 
22:22:32,321.58243330001847;3505.558272809982;225.80314407347757,3527.5120305035293,5;5;5,43.116546666666665;5.8825 
22:22:36,1360.8212028217315;5607.177890764872;1395.1237530136264,5936.2150003983525,13;13;13,43.116546666666665;5.8825 
22:22:39,637.0272308858233;6153.5665076033265;1615.412127898532,6393.883076765567,6;6;6,43.116546666666665;5.8825 
22:22:43,331.26460975329087;5159.046935965222;1905.438484525704,5509.645845921384,3;3;3,43.116546666666665;5.8825 
22:22:46,24.117217295964487;2724.192479807536;889.2738335037258,2865.76591126429,0;0;0,43.116546666666665;5.8825 
22:22:50,1530.82760190328;5816.635620587665;1707.6481233660222,6252.4191480317195,14;14;14,43.116546666666665;5.8825 
22:22:54,15.5180429999033;7646.758381690978;2632.1429078546907,8087.108929956955,0;0;0,43.116546666666665;5.8825 
22:22:57,273.213324864705;5429.455802739461;1014.0572547689999,5530.094750610922,3;3;3,43.116546666666665;5.8825 
22:23:01,345.2713129552204;1656.8050065485625;1622.895878556573,2344.7827494056064,8;8;8,43.116546666666665;5.8825 
22:23:05,133.31775259971593;6548.192043218612;1132.656278568909,6646.766349392112,1;1;1,43.116546666666665;5.8825 
22:23:08,134.45562187830816;370.6292753823599;173.061500158326,430.57479821999107,18;18;18,43.116546666666665;5.8825 
22:23:12,14.478061653772953;2.0219781208050125;17.532539240502132,22.82745270482916,39;39;39,43.116546666666665;5.8825 
22:23:16,11.409243796666372;1.3860183048267638;9.460837497670127,14.886212980822426,50;50;50,43.116546666666665;5.8825 
22:23:20,3.638064241409264;15.283610754012745;19.249007253694828,24.846499740558848,8;8;8,43.116546666666665;5.8825 
22:23:24,70.58655165354436;4.234120696385402;16.387188081735005,72.58738861287272,77;77;77,43.116546666666665;5.8825 
22:23:27,14.474320713679004;0.8354766209919262;15.502455749530242,21.22569470177135,43;43;43,43.116546666666665;5.8825 
22:23:31,117.28782429695143;236.22602666536991;315.94109563826044,411.555519116832,17;17;17,43.116546666666665;5.8825 
22:23:35,141.54033892631517;127.47876860300738;89.17902392066601,210.32689389461822,42;42;42,43.116546666666665;5.8825 
22:23:38,2.29818419774358;26.180969247818098;104.32609036129392,107.58558421756523,1;1;1,43.116546666666665;5.8825 
22:23:42,67.86314726511615;135.03047967274966;200.3423057937468,250.94955008553978,16;16;16,43.116546666666665;5.8825 
22:23:46,26.018238353729515;69.2728581905362;31.973191493305464,80.60994096998955,19;19;19,43.116546666666665;5.8825 
22:23:49,8.723248809178408;6.159457864760077;2.7951057402848534,11.038415061681665,52;52;52,43.116546666666665;5.8825 
22:23:53,1.2307692909238888;11.065077308019976;5.34330943420791,12.349157242080738,6;6;6,43.116546666666665;5.8825 
22:23:56,0.10225236256874992;0.22944432576649243;15.787390686634595,15.789388998207437,0;0;0,43.116546666666665;5.8825 
22:24:00,14.104591134388833;15.419531577427925;5.62325645134365,21.640759188465523,41;41;41,43.116546666666665;5.8825 
22:24:04,282.65234021186797;311.82045012474;16.915284125019525,421.2012172112887,42;42;42,43.116546666666665;5.8825 
22:24:07,1266.4983862717945;576.4907147947939;956.9542981942548,1688.8224404910454,49;49;49,43.116546666666665;5.8825 
22:24:11,302.7405650266012;870.766155878703;228.42803703943383,949.7709808380588,19;19;19,43.116546666666665;5.8825 
22:24:14,1222.248052879969;1710.090333757399;1172.8227523581313,2407.0339550634244,31;31;31,43.116546666666665;5.8825 
22:24:18,477.5584365590415;272.6877227814994;154.86806150119392,571.3184496912502,57;57;57,43.116546666666665;5.8825 
22:24:22,299.51774513562515;22.156341196696626;2910.165834700256,2925.62249248993,6;6;6,43.116546666666665;5.8825 
22:24:26,740.5801936276757;356.1823882293697;960.561811424899,1264.121794150495,36;36;36,43.116546666666665;5.8825 
22:24:30,276.58017094929977;459.67050800959174;263.7493699168996,597.7936910236688,28;28;28,43.116546666666665;5.8825 
22:24:34,201.7252066485088;170.04567895253518;1216.3161688709306,1244.6017895635014,9;9;9,43.116546666666665;5.8825 
22:24:37,235.33942386309332;1020.0633340899154;1782.004919144331,2066.7499562921107,7;7;7,43.116546666666665;5.8825 
22:24:41,158.55475796381685;3216.9116995875033;582.7075337409848,3273.103811994729,3;3;3,43.116546666666665;5.8825 
22:24:44,337.87672136942547;314.4864934317262;208.60292501129328,506.5349086860676,42;42;42,43.116546666666665;5.8825 
22:24:48,121.1827664248147;159.48500506718855;992.2681491915384,1012.2829691443266,7;7;7,43.116546666666665;5.8825 
22:24:52,586.5619490178425;66.11363428115946;703.8229632441233,918.5818941516383,40;40;40,43.116546666666665;5.8825 
22:24:55,394.6560866260528;1494.1252386411047;784.0904443708964,1732.9055024464196,13;13;13,43.116546666666665;5.8825 
22:24:59,64.60665891329448;2634.56329609553;256.21823401769996,2647.7812532293583,1;1;1,43.116546666666665;5.8825 
22:25:03,195.79519310951244;156.36319055875097;357.19680648485405,436.31956587973656,27;27;27,43.116546666666665;5.8825 
22:25:07,295.6290379079188;125.7909811306005;85.98924900054605,332.58690583340575,63;63;63,43.116546666666665;5.8825 
22:25:10,31.23934374491358;8.850440772375068;4.601979805640255,32.79337002520038,72;72;72,43.116546666666665;5.8825 
22:25:14,818.9753342374164;2106.5751165993997;743.0392382494393,2379.177721302755,20;20;20,43.116546666666665;5.8825 
22:25:19,885.2704041131336;4500.1588981501245;2566.935828056322,5255.881785424551,10;10;10,43.116546666666665;5.8825 
22:25:22,380.175531012217;2657.3331514676406;153.66472577095357,2688.785182980527,8;8;8,43.116546666666665;5.8825 
22:25:26,112.88910223642978;1976.3355342070258;1735.7743814627006,2632.785368486261,2;2;2,43.116546666666665;5.8825 
22:25:30,391.86472182591757;4331.641393225987;416.12409484543633,4369.191502100978,5;5;5,43.116546666666665;5.8825 
22:25:34,1995.7316851043697;2031.9938644154863;1404.8957120291395,3175.7953311933643,39;39;39,43.116546666666665;5.8825 
22:25:38,244.86136338233956;5068.021134618123;1023.6477781899715,5176.161713278159,3;3;3,43.116546666666665;5.8825 
22:25:41,554.7502414385476;5132.579784800211;56.409012187314644,5162.780748237509,6;6;6,43.116546666666665;5.8825 
22:25:44,406.47995128313687;1277.9288287289944;451.72724521002294,1415.0567289535911,17;17;17,43.116546666666665;5.8825 
22:25:48,1009.8904709943135;414.2947751394912;2878.0960022544555,3078.141569568573,19;19;19,43.116546666666665;5.8825 
22:25:52,225.23265070915244;902.1164808464052;1120.0399581019037,1455.690008107869,9;9;9,43.116546666666665;5.8825 
22:25:55,231.91895763715115;4580.819177986781;2186.8232695356796,5081.327263275385,3;3;3,43.116546666666665;5.8825 
22:25:59,693.7617048613231;3565.2792639605177;586.4185463142544,3679.1858127336086,11;11;11,43.116546666666665;5.8825 
22:26:03,765.1413358147938;411.60316874186054;1826.795818379697,2022.8794809232543,22;22;22,43.116546666666665;5.8825 
22:26:06,159.8179487355546;4064.4784154733015;669.2747579860666,4122.311883914621,2;2;2,43.116546666666665;5.8825 
22:26:10,256.6696407890321;1571.3207844607036;777.3137313906293,1771.7632316958707,8;8;8,43.116546666666665;5.8825 
22:26:14,175.70509782473252;21.933755261103304;54.33902533530777,185.219061372862,72;72;72,43.116546666666665;5.8825 
22:26:18,31.051049760182373;5.321487283707849;12.493492933941752,33.89060760462165,66;66;66,43.116546666666665;5.8825 
22:26:21,20.15493824640928;12.214792896905525;4.964227504707708,24.08456468257962,57;57;57,43.116546666666665;5.8825 
22:26:25,64.43894009908036;192.1951617590585;12.996025886534923,203.126201888203,19;19;19,43.116546666666665;5.8825 
22:26:29,44.600111290613924;87.19881963094001;48.16772116026513,109.14638534526651,24;24;24,43.116546666666665;5.8825 
22:26:32,69.90383008639006;85.6132845211025;127.16203567505246,168.4825310358954,25;25;25,43.116546666666665;5.8825 
22:26:36,54.59527973175058;25.34299866676337;86.94568268457736,105.74716964486038,31;31;31,43.116546666666665;5.8825 
22:26:40,47.90024394353197;54.08588838895167;46.75489278475986,86.05659005553497,34;34;34,43.116546666666665;5.8825 
22:26:44,58.187205712000384;5.0627389272048795;32.34790899279183,66.76652941573066,61;61;61,43.116546666666665;5.8825 
22:26:48,51.49902831395465;125.99548585573928;80.63346976597074,158.20483184721323,19;19;19,43.116546666666665;5.8825 
22:26:51,12.805861431758172;3.6979192829116325;3.2421480814281978,13.717733712761365,69;69;69,43.116546666666665;5.8825 
22:26:55,1.708362642923289;0.6565349864944281;6.352739769571514,6.6111151622190505,15;15;15,43.116546666666665;5.8825 
22:26:59,8.094147383372746;0.14901411374534934;19.619360322899126,21.223965853478084,22;22;22,43.116546666666665;5.8825 
22:27:02,162.0699946721393;38.04847820599944;127.52178941411252,209.70497524426295,51;51;51,43.116546666666665;5.8825 
22:27:06,766.1732117907208;231.40083743413214;221.3645186519777,830.4035092344853,67;67;67,43.116546666666665;5.8825 
22:27:10,904.6964825312294;1097.2227174886066;347.5626387627955,1463.958061264468,38;38;38,43.116546666666665;5.8825 
22:27:14,344.8629269949596;956.3308081785842;1584.5942634042167,1882.667796691861,11;11;11,43.116546666666665;5.8825 
22:27:17,377.51260515530925;59.53955555597995;677.2809932772415,777.6697689775261,29;29;29,43.116546666666665;5.8825 
22:27:21,702.504905351003;1400.694636303583;899.613168433504,1806.8653682637278,23;23;23,43.116546666666665;5.8825 
22:27:25,70.6881805260976;713.5381846682226;524.86574149769,888.6043025124471,5;5;5,43.116546666666665;5.8825 
22:27:28,38.5422822984061;45.14254760424213;25.977088012702154,64.79325760131967,37;37;37,43.116546666666665;5.8825 
22:27:32,258.61181218783054;3576.1217553329448;308.44549866993987,3598.703308695842,4;4;4,43.116546666666665;5.8825 
22:27:36,184.8248862838743;1991.020594546;1396.450539766974,2438.9336515189643,4;4;4,43.116546666666665;5.8825 
22:27:39,320.0081210104623;1391.5043934726702;45.888865153019154,1428.5641261460482,13;13;13,43.116546666666665;5.8825 
22:27:43,195.12618832270317;1690.9828587373092;193.64976396559717,1713.183437054153,7;7;7,43.116546666666665;5.8825 
22:27:47,145.17154477755207;2565.5822312323244;307.09065486589714,2587.970562609648,3;3;3,43.116546666666665;5.8825 
22:27:50,327.50247099876384;51.31883969942758;924.8551617177263,982.4706417874854,19;19;19,43.116546666666665;5.8825 
22:27:54,792.6422334257759;1813.801039473216;2575.4826291910736,3248.2713393848867,14;14;14,43.116546666666665;5.8825 
22:27:58,485.9705638504027;683.6568021774283;1142.6813745307882,1417.4888838337029,20;20;20,43.116546666666665;5.8825 
22:28:01,464.44207709948193;2325.8758832995095;305.1478599770814,2391.342778428753,11;11;11,43.116546666666665;5.8825 
22:28:05,312.18581527392035;654.4182378927874;1604.1812022463375,1760.4319194406378,10;10;10,43.116546666666665;5.8825 
22:28:09,96.79931889216084;6.3770558802285215;69.10513937632068,119.10623521842386,54;54;54,43.116546666666665;5.8825 
22:28:12,22.138883476258144;1670.6670600668576;516.888186747261,1748.9402372159216,1;1;1,43.116546666666665;5.8825 
22:28:16,902.120221786499;4320.5975145785005;179.44915536881467,4417.418451641254,12;12;12,43.116546666666665;5.8825 
22:28:20,631.6895328617092;563.998468840915;5.071467787438166,846.8480728958766,48;48;48,43.116546666666665;5.8825 
22:28:23,1441.0481570974985;3473.520861845016;1449.363019946409,4030.21341027182,21;21;21,43.116546666666665;5.8825 
22:28:27,477.2778660519916;701.9948905181886;825.925377442033,1184.3748210932006,24;24;24,43.116546666666665;5.8825 
22:28:31,540.5521268018091;352.3036568419141;209.99143727618195,678.535829668162,53;53;53,43.116546666666665;5.8825 
22:28:34,61.78536659240747;3787.722420339584;1006.8715323384794,3919.7511206327567,1;1;1,43.116546666666665;5.8825 
22:28:38,152.52249206225048;1959.2176158269247;908.0234252548163,2164.787129849701,4;4;4,43.116546666666665;5.8825 
22:28:42,697.4072509829205;7936.802819528578;1157.3683053398227,8051.007220466611,5;5;5,43.116546666666665;5.8825 
22:28:46,247.789895985921;1930.7877180926007;2831.175884615595,3435.825655431143,4;4;4,43.116546666666665;5.8825 
22:28:49,291.8544293530782;930.1847543716423;892.6625017388687,1321.8430418204498,13;13;13,43.116546666666665;5.8825 
22:28:53,1565.2186876773824;2881.234650993347;428.79902337393537,3306.8551913843617,28;28;28,43.116546666666665;5.8825 
22:28:56,306.61119104385403;2788.8097380510967;2380.9344161129025,3679.717227091349,5;5;5,43.116546666666665;5.8825 
22:29:00,580.6462757492066;1233.2607570266725;765.4231533018497,1563.315321991687,22;22;22,43.116546666666665;5.8825 
22:29:04,504.3423206520079;665.4864326508839;35.75278796834169,835.7700821939975,37;37;37,43.116546666666665;5.8825 
22:29:08,52.36942037582374;1771.6855358950284;292.59077106160623,1796.4469247936547,2;2;2,43.116546666666665;5.8825 
22:29:11,236.6793039067587;411.4716123485567;303.01864157360825,563.1574183189134,25;25;25,43.116546666666665;5.8825 
22:29:15,44.52903342882776;1.0150417455035976;3.9971944903953727,44.719600754532934,85;85;85,43.116546666666665;5.8825 
22:29:19,6.603382755915154;7.062894897459149;7.211909011155981,12.062370402987339,33;33;33,43.116546666666665;5.8825 
22:29:22,14.802276461919616;44.24160453160453;28.40371115370388,54.61865768479698,16;16;16,43.116546666666665;5.8825 
22:29:26,41.3143189080554;50.06001335779764;116.09820534708781,133.01004160977453,18;18;18,43.116546666666665;5.8825 
22:29:30,52.187361291249374;0.8529343414308554;60.19484356245286,79.67224966726091,41;41;41,43.116546666666665;5.8825 
22:29:33,2.621152025858553;109.26101383527154;96.32484299021549,145.68223968399073,1;1;1,43.116546666666665;5.8825 
22:29:37,85.50292678833007;16.822384112676225;43.45600711187636,97.37642245796671,61;61;61,43.116546666666665;5.8825 
22:29:41,41.37355045954361;40.51064027786222;17.793781557081445,60.576408901914,43;43;43,43.116546666666665;5.8825 
22:29:45,10.018237571716076;1.6871639823913265;22.483049964892032,24.671828916208337,24;24;24,43.116546666666665;5.8825 
22:29:48,12.467929843266944;18.056894343692733;28.596369568480995,36.04515307795287,20;20;20,43.116546666666665;5.8825 
22:29:52,2.2458110364276807;12.671811078389105;8.173954105334502,15.245720348144918,8;8;8,43.116546666666665;5.8825 
22:29:56,16.064220253626303;5.912555818555543;1.0019484551353486,17.147051914871565,70;70;70,43.116546666666665;5.8825 
22:30:00,858.9466556517283;299.2390450986232;431.309817667028,1006.6585926632671,59;59;59,43.116546666666665;5.8825 
22:30:04,26.016367883682154;1476.8502007770535;132.4916283289479,1483.0095746522807,1;1;1,43.116546666666665;5.8825 
22:30:08,400.3105175781251;459.6112764581053;802.129880994146,1007.4241320887634,23;23;23,43.116546666666665;5.8825 
22:30:11,11.387421646118286;861.395724433263;48.30364198368109,862.8241473629142,1;1;1,43.116546666666665;5.8825 
22:30:15,6.413841791152924;1515.16366223971;291.626232007328,1542.98668819046,0;0;0,43.116546666666665;5.8825 
22:30:20,688.5474578603107;479.54238178888954;599.6022426954859,1031.3008034046682,42;42;42,43.116546666666665;5.8825 
22:30:24,576.8934893449147;2223.4539314460753;107.06695247011844,2299.5688325472665,15;15;15,43.116546666666665;5.8825 
22:30:27,466.3667907778425;3091.8171568044017;2909.150792954751,4270.830089198086,6;6;6,43.116546666666665;5.8825 
22:30:31,254.1438827355701;704.5761391830445;183.92519019127639,771.2620336985954,19;19;19,43.116546666666665;5.8825 
22:30:35,378.28697975476615;678.930747858683;230.0890144411465,810.5485512950053,28;28;28,43.116546666666665;5.8825 
22:30:38,644.9012862936659;761.4340641816452;989.6339038753492,1405.3664172944245,27;27;27,43.116546666666665;5.8825 
22:30:42,849.1516275056202;1850.5763510672236;1740.0789565308746,2678.3513758628274,18;18;18,43.116546666666665;5.8825 
22:30:45,710.4375688203176;375.6253008778891;124.5583413696032,813.2224088499252,61;61;61,43.116546666666665;5.8825 
22:30:49,83.31135938326524;2116.71680519422;2839.0150245825507,3542.2361758921966,1;1;1,43.116546666666665;5.8825 
22:30:52,510.83596916516615;2503.3392229684187;721.7651354249437,2654.921008873904,11;11;11,43.116546666666665;5.8825 
22:30:56,39.200064264933395;2731.2054955037434;308.1156724516472,2748.809809957494,1;1;1,43.116546666666665;5.8825 
22:30:59,150.65326899528452;2027.2540933163964;621.7274093914274,2125.7940958417457,4;4;4,43.116546666666665;5.8825 
22:31:03,329.02628059705074;337.968374401728;38.34027153330766,473.2344998418052,44;44;44,43.116546666666665;5.8825 
