Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), Latitude ;Longitude
22:46:14,158.1781699943543;1402.4584895579019;1538.3712076028341,2087.7011569612155,4;4;4,43.116605;5.882431666666667 
22:46:18,186.99213757832848;999.1371386941279;620.7036387856774,1191.0138910339301,9;9;9,43.116605;5.882431666666667 
22:46:21,563.0607398573558;1955.46669989268;1550.7250387732067,2558.4439718383605,13;13;13,43.116605;5.882431666666667 
22:46:25,161.5344167486828;793.1852932294206;311.317917172099,867.2687719168453,11;11;11,43.116605;5.882431666666667 
22:46:29,130.91793952941882;1156.1387830289202;2360.0019858169558,2631.236546868068,3;3;3,43.116605;5.882431666666667 
22:46:32,256.9283891455334;176.36225630124363;112.93087606748031,331.465270225936,51;51;51,43.116605;5.882431666666667 
22:46:36,418.4129266929624;830.5816008790341;2425.170409234367,2597.380735812241,9;9;9,43.116605;5.882431666666667 
22:46:40,590.9107918771107;59.88746298471992;224.85107481956845,635.0748601756295,69;69;69,43.116605;5.882431666666667 
22:46:44,207.25556308746332;1726.6296534029625;521.5668558247799,1815.5541340142086,7;7;7,43.116605;5.882431666666667 
22:46:47,159.8135843054456;532.9068922297158;1478.3521882248037,1579.5744141836287,6;6;6,43.116605;5.882431666666667 
22:46:51,1006.9513390604654;708.4405303001427;2557.9538308906795,2838.8319402838756,21;21;21,43.116605;5.882431666666667 
22:46:55,271.92706496238696;1356.5889525953917;210.12299366950415,1399.439025978465,11;11;11,43.116605;5.882431666666667 
22:46:58,166.98746042569462;1972.2566625245422;349.92628941218663,2010.0073539252662,5;5;5,43.116605;5.882431666666667 
22:47:02,456.6179008928934;1348.2173521550487;135.81919454255774,1429.9079654558163,19;19;19,43.116605;5.882431666666667 
22:47:06,165.83338040669742;531.9766451263428;324.7404102293565,644.9466606262273,15;15;15,43.116605;5.882431666666667 
22:47:10,356.40372718493154;249.32742236455252;224.63347680410806,489.5385369869923,47;47;47,43.116605;5.882431666666667 
22:47:13,486.7923236910501;3852.315985962547;1260.84831974981,4082.529082262984,7;7;7,43.116605;5.882431666666667 
22:47:17,290.1279854996999;3330.7865395387016;1039.429557466491,3501.2464958750475,5;5;5,43.116605;5.882431666666667 
22:47:21,432.71828161239625;191.12712336222276;513.6734722264648,698.3087602167798,38;38;38,43.116605;5.882431666666667 
22:47:24,95.30543681462608;4282.998572673798;2401.5451255607604,4911.270598319427,1;1;1,43.116605;5.882431666666667 
22:47:28,105.5668354924519;123.0937633228294;1201.5481843598525,1212.4415328845037,5;5;5,43.116605;5.882431666666667 
22:47:32,532.6936586443584;1239.4146034812939;9.034370326988395,1349.0710556267265,23;23;23,43.116605;5.882431666666667 
22:47:36,12.57891106605516;2336.1497517776497;1015.2250515683293,2547.2408203910168,0;0;0,43.116605;5.882431666666667 
22:47:39,611.1654885260263;2665.7689713795976;1132.2890429496813,2960.0550569067796,12;12;12,43.116605;5.882431666666667 
22:47:43,410.84001696268746;4547.539774910607;3263.002575505573,5612.13803569441,4;4;4,43.116605;5.882431666666667 
22:47:47,1081.3075113487243;1096.3766415373498;341.7990970580025,1577.3694231084726,43;43;43,43.116605;5.882431666666667 
22:47:50,1265.2121263694758;3493.0485691356657;333.2903288141562,3730.04456733886,20;20;20,43.116605;5.882431666666667 
22:47:54,622.1395362917582;2958.957669366199;2063.228220240276,3660.5189222997096,10;10;10,43.116605;5.882431666666667 
22:47:58,223.5099477958681;4242.149377317428;2500.505460847203,4929.332165310534,3;3;3,43.116605;5.882431666666667 
22:48:02,122.34557530403173;4474.408137013117;3690.4349087651394,5801.259038536206,1;1;1,43.116605;5.882431666666667 
22:48:05,1555.7023595682774;3074.9798089313517;1836.3165109189215,3904.8391753278697,23;23;23,43.116605;5.882431666666667 
22:48:09,1357.3346466541298;478.905798482895;1061.0328630193208,1788.1551507727754,49;49;49,43.116605;5.882431666666667 
22:48:13,9.291871703465807;39.03795686085898;32.86415872574189,51.868621384944404,10;10;10,43.116605;5.882431666666667 
22:48:17,2.1516640440625565;0.8466994412749118;5.245421501742342,5.73245190414257,22;22;22,43.116605;5.882431666666667 
22:48:20,3.936092468897909;8.091029933293026;19.3219555854256,21.31421021174179,11;11;11,43.116605;5.882431666666667 
22:48:24,14.436911312739255;14.322812639872563;24.367236792283364,31.738456154324837,27;27;27,43.116605;5.882431666666667 
22:48:28,27.37183517773943;48.730732644399424;24.38282404261294,60.9788797318407,27;27;27,43.116605;5.882431666666667 
22:48:31,17.204583492278914;0.9040605227157439;23.566052122129477,29.192016566082795,36;36;36,43.116605;5.882431666666667 
22:48:35,30.244877169927026;18.792612562180345;35.27768857637703,50.12414780550423,37;37;37,43.116605;5.882431666666667 
22:48:39,3.6492870616913615;109.61515616416916;84.07139371235672,138.19116830569135,2;2;2,43.116605;5.882431666666667 
22:48:43,50.44345971743276;176.70018788973525;8.323591709128664,183.94776760665587,16;16;16,43.116605;5.882431666666667 
22:48:46,16.033045752843098;74.12236353238389;23.74062932652876,79.46572099062129,12;12;12,43.116605;5.882431666666667 
22:48:50,4.768451639811336;16.104123614626985;1.168420289403116,16.835858588414634,16;16;16,43.116605;5.882431666666667 
22:48:54,8.950822664896386;0.33855507850710786;17.369808346479942,19.543338709469527,27;27;27,43.116605;5.882431666666667 
22:48:58,13.14628698031091;16.62723173777303;0.4950510725034718,21.202235075451025,38;38;38,43.116605;5.882431666666667 
22:49:01,1.8417895062762535;10.844361842473837;4.0009354304615385,11.704693788162693,9;9;9,43.116605;5.882431666666667 
22:49:05,5.028446976344074;5.49357052802979;5.06647986731501,9.007431064751463,34;34;34,43.116605;5.882431666666667 
22:49:09,6.645156586964664;7.411425816218009;11.761515655473787,15.408458365733335,26;26;26,43.116605;5.882431666666667 
22:49:13,8.639077657063524;9.33177506446814;5.305276543252191,13.77902927709298,39;39;39,43.116605;5.882431666666667 
22:49:16,14.842179822921416;5.077702687579899;6.347128359443843,16.922157217407243,61;61;61,43.116605;5.882431666666667 
22:49:20,5.5783651701606445;3.4460293165854416;8.233185656848718,10.525142378256323,32;32;32,43.116605;5.882431666666667 
22:49:24,5.447432266870895;7.524900999069217;1.3411270236325379,9.386014864757916,35;35;35,43.116605;5.882431666666667 
22:49:27,16.96017540613839;1.444002876281436;17.35796203618456,24.311140248110842,44;44;44,43.116605;5.882431666666667 
22:49:31,4.9492637443540115;6.510482743580459;0.26810070669647246,8.182510321079173,37;37;37,43.116605;5.882431666666667 
22:49:35,2.998363485336497;17.45086204846613;13.722391754841468,22.401491140058866,8;8;8,43.116605;5.882431666666667 
22:49:39,6.54851563453647;1.3442444737747916;2.1429351837802812,7.020129729778937,69;69;69,43.116605;5.882431666666667 
22:49:42,16.21697530746492;0.19889331499700624;13.484842058785418,21.091960838766642,50;50;50,43.116605;5.882431666666667 
22:49:46,1.2214169406892517;1.804380105335901;19.094381729683363,19.218300147161834,4;4;4,43.116605;5.882431666666667 
22:49:50,3.2359131813052002;6.6532619571683105;4.955498644584111,8.904717603839147,21;21;21,43.116605;5.882431666666667 
22:49:53,4.17987706502259;7.7817788855241155;4.797132180582864,10.051862119024241,25;25;25,43.116605;5.882431666666667 
22:49:57,7.625282891591589;6.570337785083646;1.6884109623784838,10.20612607039405,48;48;48,43.116605;5.882431666666667 
22:50:01,18.19032120704678;11.869379428228966;4.967344954849295,22.281033852298407,55;55;55,43.116605;5.882431666666667 
