Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
01:39:36,88.81927018165598;20.23287449836733;216.87289657909935,235.22773058607993,22;22;22,8.881927018165598e-05;2.023287449836733e-05;0.00021687289657909935,43.11660666666667;5.882441666666667 
01:39:38,39.89525563240062;143.54485932668047;56.244410823184765,159.2488361337007,15;15;15,3.989525563240062e-05;0.00014354485932668046;5.624441082318477e-05,43.11660666666667;5.882441666666667 
01:39:40,48.76066016515029;162.3044269180298;63.132105026246776,180.84797942464385,16;16;16,4.8760660165150296e-05;0.00016230442691802981;6.313210502624678e-05,43.11660666666667;5.882441666666667 
01:39:42,91.25399869283052;39.514926722844436;8.123451414107308,99.77330391552763,66;66;66,9.125399869283052e-05;3.9514926722844434e-05;8.123451414107308e-06,43.11660666666667;5.882441666666667 
01:39:44,32.64843118031846;133.5814888763427;268.2129349390738,301.41020669112766,6;6;6,3.264843118031846e-05;0.0001335814888763427;0.00026821293493907385,43.11660666666667;5.882441666666667 
01:39:46,31.78302703857397;154.39732653935744;24.63346702892899,159.54780771950777,11;11;11,3.1783027038573966e-05;0.00015439732653935745;2.463346702892899e-05,43.11660666666667;5.882441666666667 
01:39:48,111.6645678456622;90.31065829912818;219.916151345549,262.65586674814404,25;25;25,0.00011166456784566222;9.031065829912819e-05;0.000219916151345549,43.11660666666667;5.882441666666667 
01:39:50,54.587174361547056;92.15556525548307;72.87039558090846,129.54729778908407,25;25;25,5.458717436154706e-05;9.215556525548307e-05;7.287039558090847e-05,43.11660666666667;5.882441666666667 
01:39:52,44.56581933975259;46.65139344215383;60.89128190994941,88.71422082256618,30;30;30,4.45658193397526e-05;4.6651393442153834e-05;6.0891281909949415e-05,43.11660666666667;5.882441666666667 
01:39:54,38.79604273478204;76.73353971799216;127.22064373652309,153.55214502659038,15;15;15,3.879604273478204e-05;7.673353971799215e-05;0.0001272206437365231,43.11660666666667;5.882441666666667 
01:39:56,36.80523911476094;18.658562208811404;50.928534949600035,65.54756473056376,34;34;34,3.680523911476094e-05;1.8658562208811403e-05;5.0928534949600036e-05,43.11660666666667;5.882441666666667 
01:39:57,113.94404734293623;135.0099045022329;158.07841159185543,237.0647684705498,29;29;29,0.00011394404734293623;0.0001350099045022329;0.00015807841159185543,43.11660666666667;5.882441666666667 
01:39:59,32.41586940447505;8.188917865753192;5.922531658818286,33.95472494822685,73;73;73,3.241586940447505e-05;8.188917865753192e-06;5.922531658818286e-06,43.11660666666667;5.882441666666667 
01:40:01,3.2683346621192877;15.976931651433137;8.483828643120361,18.38259244241698,10;10;10,3.268334662119288e-06;1.5976931651433135e-05;8.483828643120361e-06,43.11660666666667;5.882441666666667 
01:40:03,1.2176760005947473;15.566051731109773;30.138260377210457,33.94259035345629,2;2;2,1.2176760005947473e-06;1.5566051731109776e-05;3.013826037721046e-05,43.11660666666667;5.882441666666667 
01:40:05,1.1297639083862887;3.285168892542767;5.875769907653705,6.825933866432619,10;10;10,1.1297639083862886e-06;3.285168892542767e-06;5.875769907653705e-06,43.11660666666667;5.882441666666667 
01:40:07,1.7083626429239274;13.143169530232973;0.250019496313314,13.256089844623082,7;7;7,1.7083626429239275e-06;1.3143169530232974e-05;2.50019496313314e-07,43.11660666666667;5.882441666666667 
01:40:09,1.6054867903395054;5.621385981241986;9.536903279636633,11.186156281279219,8;8;8,1.6054867903395055e-06;5.621385981241986e-06;9.536903279636633e-06,43.11660666666667;5.882441666666667 
01:40:10,4.7690751298268825;6.122671953837367;4.111293163344243,8.782591925121029,33;33;33,4.769075129826883e-06;6.1226719538373675e-06;4.111293163344243e-06,43.11660666666667;5.882441666666667 
01:40:12,2.060011011759566;5.167485249836997;5.530356438995909,7.8441947654426025,15;15;15,2.060011011759566e-06;5.1674852498369975e-06;5.530356438995909e-06,43.11660666666667;5.882441666666667 
01:40:14,7.716312433878492;2.467773482004977;1.0075598652807827,8.163734465172137,71;71;71,7.716312433878492e-06;2.4677734820049772e-06;1.0075598652807826e-06,43.11660666666667;5.882441666666667 
01:40:16,12.756605720520175;9.276284453073915;9.09360187850794,18.20642847699548,45;45;45,1.2756605720520175e-05;9.276284453073914e-06;9.09360187850794e-06,43.11660666666667;5.882441666666667 
01:40:18,115.20225019454914;13.078950058619116;55.67952886901395,128.61892286751086,64;64;64,0.00011520225019454913;1.3078950058619116e-05;5.567952886901395e-05,43.11660666666667;5.882441666666667 
01:40:20,898.7377884515118;74.81007301966342;259.5433062712527,938.4502582695234,73;73;73,0.0008987377884515119;7.481007301966343e-05;0.00025954330627125265,43.11660666666667;5.882441666666667 
01:40:22,240.1309446334843;1524.4156305821737;1811.7634741020368,2379.914446240473,6;6;6,0.0002401309446334843;0.0015244156305821736;0.0018117634741020368,43.11660666666667;5.882441666666667 
01:40:23,6.476814282735499;156.02151803016648;255.33287819544802,299.29841613223095,1;1;1,6.476814282735499e-06;0.00015602151803016648;0.00025533287819544804,43.11660666666667;5.882441666666667 
01:40:25,428.4336582247417;816.9016064453123;375.3939860820754,995.8937086352921,25;25;25,0.00042843365822474173;0.0008169016064453123;0.00037539398608207544,43.11660666666667;5.882441666666667 
01:40:27,275.06945464134157;181.9861362425488;457.15223183632145,563.7112041942278,29;29;29,0.0002750694546413416;0.00018198613624254882;0.00045715223183632147,43.11660666666667;5.882441666666667 
01:40:29,373.1930663267774;613.2834841092425;27.200998913452068,718.4215969592253,31;31;31,0.0003731930663267774;0.0006132834841092426;2.7200998913452067e-05,43.11660666666667;5.882441666666667 
01:40:31,830.3184880924221;735.7038782151538;149.86330714544138,1119.440931410618,48;48;48,0.0008303184880924221;0.0007357038782151538;0.00014986330714544138,43.11660666666667;5.882441666666667 
01:40:33,510.6171241696679;954.4410099411009;75.26210328102678,1085.0584653109595,28;28;28,0.0005106171241696679;0.000954441009941101;7.526210328102678e-05,43.11660666666667;5.882441666666667 
01:40:35,648.3928303813938;1108.1107236321766;36.01403028489614,1284.375197789175,30;30;30,0.0006483928303813938;0.0011081107236321766;3.601403028489614e-05,43.11660666666667;5.882441666666667 
01:40:37,87.34721025466924;692.6369288730618;551.5922645091927,889.735621768826,6;6;6,8.734721025466924e-05;0.0006926369288730619;0.0005515922645091926,43.11660666666667;5.882441666666667 
01:40:39,245.18370772043852;830.9382371679939;1195.053288866669,1476.050733460892,10;10;10,0.0002451837077204385;0.0008309382371679939;0.001195053288866669,43.11660666666667;5.882441666666667 
01:40:40,778.1959697628018;364.5733168601986;660.4380339940103,1083.8270468425244,46;46;46,0.0007781959697628018;0.0003645733168601986;0.0006604380339940104,43.11660666666667;5.882441666666667 
01:40:43,323.91490944862335;204.55398084958398;286.0372675068952,478.1009496406935,43;43;43,0.00032391490944862336;0.00020455398084958399;0.0002860372675068952,43.11660666666667;5.882441666666667 
01:40:45,219.66737882931974;314.410427649816;686.529844169625,786.4037775038047,16;16;16,0.00021966737882931974;0.000314410427649816;0.000686529844169625,43.11660666666667;5.882441666666667 
01:40:47,1063.16145793279;597.3757598495483;1500.3027777163177,1933.4111070625665,33;33;33,0.00106316145793279;0.0005973757598495484;0.0015003027777163178,43.11660666666667;5.882441666666667 
01:40:48,22.560362726846805;258.1011738650005;632.0748496913922,683.1133152920195,2;2;2,2.2560362726846806e-05;0.00025810117386500047;0.0006320748496913922,43.11660666666667;5.882441666666667 
01:40:50,151.32289727210997;771.148038625717;628.4654659906774,1006.2488552331353,9;9;9,0.00015132289727210998;0.000771148038625717;0.0006284654659906774,43.11660666666667;5.882441666666667 
01:40:52,7.917076218923374;1678.8622128327684;696.4420884386798,1817.6007791378242,0;0;0,7.917076218923375e-06;0.0016788622128327685;0.0006964420884386798,43.11660666666667;5.882441666666667 
01:40:54,675.8881165822347;227.21846640904695;1123.8008498764227,1330.9325030959797,31;31;31,0.0006758881165822347;0.00022721846640904697;0.0011238008498764228,43.11660666666667;5.882441666666667 
01:40:56,342.39827096303276;105.73767175674477;469.8951207765027,590.9470836856508,35;35;35,0.00034239827096303277;0.00010573767175674479;0.00046989512077650274,43.11660666666667;5.882441666666667 
01:40:58,56.75193169593761;167.9133430989585;921.8455754121421,938.7304924464914,3;3;3,5.675193169593761e-05;0.0001679133430989585;0.0009218455754121422,43.11660666666667;5.882441666666667 
01:41:00,265.02503048896824;60.38687848726904;322.6292730363465,421.8702285052551,39;39;39,0.00026502503048896823;6.0386878487269034e-05;0.00032262927303634647,43.11660666666667;5.882441666666667 
01:41:02,757.2834911473593;1664.210197464625;601.8430658117761,1924.912710533986,23;23;23,0.0007572834911473594;0.0016642101974646251;0.0006018430658117762,43.11660666666667;5.882441666666667 
01:41:04,262.8110174433395;340.1705411370594;1549.5310553932154,1608.0522751375638,9;9;9,0.0002628110174433395;0.0003401705411370594;0.0015495310553932154,43.11660666666667;5.882441666666667 
01:41:06,559.973840789795;32.87475805600465;1182.8434838899273,1309.110445862753,25;25;25,0.000559973840789795;3.287475805600465e-05;0.0011828434838899273,43.11660666666667;5.882441666666667 
01:41:07,152.50378736178064;161.07802205721558;923.2446870072888,949.5179231782508,9;9;9,0.00015250378736178063;0.00016107802205721558;0.0009232446870072888,43.11660666666667;5.882441666666667 
01:41:09,226.24831594467176;1129.4839613691963;340.8782023048325,1201.2994082511764,11;11;11,0.00022624831594467176;0.0011294839613691962;0.0003408782023048325,43.11660666666667;5.882441666666667 
01:41:11,555.5601549688976;548.8595077705382;855.7481518713654,1158.5330139838227,29;29;29,0.0005555601549688976;0.0005488595077705382;0.0008557481518713655,43.11660666666667;5.882441666666667 
01:41:13,34.79635428428655;376.6415896034246;911.541779413211,986.9032824478168,2;2;2,3.4796354284286556e-05;0.00037664158960342466;0.000911541779413211,43.11660666666667;5.882441666666667 
01:41:15,554.5594534937542;428.2141897392273;362.2925903828982,788.7708797868141,45;45;45,0.0005545594534937542;0.0004282141897392273;0.0003622925903828982,43.11660666666667;5.882441666666667 
01:41:17,951.2132021299997;420.1131839656829;671.4956294218623,1237.8239065314801,50;50;50,0.0009512132021299997;0.00042011318396568286;0.0006714956294218623,43.11660666666667;5.882441666666667 
01:41:19,648.818674062093;1187.4105482546483;452.8588795884509,1426.8814410245177,27;27;27,0.000648818674062093;0.0011874105482546483;0.00045285887958845095,43.11660666666667;5.882441666666667 
01:41:20,193.96150897343938;674.2389854907988;53.463021863278115,703.6174892835371,16;16;16,0.00019396150897343939;0.0006742389854907987;5.3463021863278115e-05,43.11660666666667;5.882441666666667 
01:41:22,114.01200775464389;327.20007834116615;553.4833097267419,652.994948927462,10;10;10,0.00011401200775464388;0.00032720007834116617;0.000553483309726742,43.11660666666667;5.882441666666667 
01:41:24,33.133506412506286;4.785285870234203;8.620996446618179,34.569492153921814,73;73;73,3.3133506412506286e-05;4.7852858702342024e-06;8.62099644661818e-06,43.11660666666667;5.882441666666667 
01:41:26,57.73268149057981;35.804537639617784;108.93555204713756,128.38217137708088,27;27;27,5.773268149057981e-05;3.580453763961779e-05;0.00010893555204713756,43.11660666666667;5.882441666666667 
01:41:28,172.4928772640229;2654.233782599767;1316.7865969752786,2967.934923035615,3;3;3,0.0001724928772640229;0.002654233782599767;0.0013167865969752786,43.11660666666667;5.882441666666667 
01:41:30,119.44322928110805;3351.196485201516;1371.136845130934,3622.8166963736526,2;2;2,0.00011944322928110806;0.0033511964852015164;0.001371136845130934,43.11660666666667;5.882441666666667 
01:41:32,142.73681626637747;1612.868288634618;633.5269579378657,1738.6990313550616,5;5;5,0.00014273681626637746;0.0016128682886346179;0.0006335269579378658,43.11660666666667;5.882441666666667 
01:41:34,925.6800390084584;4489.272138986585;508.3077171516521,4611.813592049857,12;12;12,0.0009256800390084585;0.004489272138986584;0.0005083077171516521,43.11660666666667;5.882441666666667 
01:41:36,531.9660457960764;620.5658474922188;243.55078736942028,852.8814870671737,39;39;39,0.0005319660457960764;0.0006205658474922189;0.0002435507873694203,43.11660666666667;5.882441666666667 
01:41:37,426.253313639959;1148.239788020452;1258.7259597365073,1756.285153355482,14;14;14,0.00042625331363995903;0.001148239788020452;0.0012587259597365073,43.11660666666667;5.882441666666667 
01:41:39,324.4710625425968;1891.0957202053073;398.3047501977044,1959.6354679981703,10;10;10,0.00032447106254259687;0.0018910957202053075;0.0003983047501977044,43.11660666666667;5.882441666666667 
01:41:41,635.3219856929786;3109.137085949579;2689.8974114958137,4160.037923998264,9;9;9,0.0006353219856929786;0.003109137085949579;0.0026898974114958137,43.11660666666667;5.882441666666667 
01:41:43,220.8158474381765;3315.1643737061836;2429.9588125546948,4116.281610128585,3;3;3,0.0002208158474381765;0.003315164373706184;0.002429958812554695,43.11660666666667;5.882441666666667 
01:41:45,282.6866321627301;1675.1992089907328;155.41423875489892,1705.9770536013807,10;10;10,0.00028268663216273013;0.0016751992089907328;0.00015541423875489892,43.11660666666667;5.882441666666667 
01:41:47,8.10162926355984;1502.6982263565058;848.8498583380011,1725.8950367540192,0;0;0,8.10162926355984e-06;0.0015026982263565058;0.0008488498583380012,43.11660666666667;5.882441666666667 
01:41:49,522.071882737478;2353.074388252894;2861.3403315734763,3741.2279562311887,8;8;8,0.000522071882737478;0.0023530743882528944;0.0028613403315734766,43.11660666666667;5.882441666666667 
01:41:51,895.3067228953037;3139.107004022598;1948.8851392873148,3801.8048604446017,14;14;14,0.0008953067228953036;0.0031391070040225986;0.0019488851392873148,43.11660666666667;5.882441666666667 
01:41:53,96.82176453272479;2673.601252956389;440.9159283383666,2711.4433369996295,2;2;2,9.68217645327248e-05;0.002673601252956389;0.00044091592833836663,43.11660666666667;5.882441666666667 
01:41:55,730.3505929406485;3279.5063562202445;1989.4200956757925,3904.6595557329224,11;11;11,0.0007303505929406486;0.0032795063562202444;0.001989420095675793,43.11660666666667;5.882441666666667 
01:41:57,744.659688800176;941.0833598454792;1350.6520806662436,1806.7697654405454,24;24;24,0.0007446596888001761;0.0009410833598454793;0.0013506520806662436,43.11660666666667;5.882441666666667 
01:41:59,164.35134463946042;1356.2853129577638;246.86588378271955,1388.3313650586308,7;7;7,0.00016435134463946042;0.001356285312957764;0.00024686588378271956,43.11660666666667;5.882441666666667 
01:42:00,386.0276082992554;1707.8981428623194;661.6756616751136,1871.8301370623892,12;12;12,0.0003860276082992554;0.0017078981428623194;0.0006616756616751136,43.11660666666667;5.882441666666667 
01:42:02,273.9440551630658;5212.052316157022;3288.0051486237926,6168.590807396251,3;3;3,0.0002739440551630658;0.0052120523161570224;0.0032880051486237926,43.11660666666667;5.882441666666667 
01:42:04,29.324605906804912;3492.9500577131903;296.02807151796105,3505.594479873109,0;0;0,2.9324605906804912e-05;0.0034929500577131904;0.0002960280715179611,43.11660666666667;5.882441666666667 
01:42:06,523.8762628428136;2100.881405776341;781.6108245785927,2301.9697002796006,13;13;13,0.0005238762628428136;0.002100881405776341;0.0007816108245785927,43.11660666666667;5.882441666666667 
01:42:08,1047.5586202907564;337.75950524648005;709.6968626816871,1309.6297886158704,53;53;53,0.0010475586202907563;0.0003377595052464801;0.000709696862681687,43.11660666666667;5.882441666666667 
01:42:10,1465.9478543631228;625.3991420936583;875.2016638501648,1818.2698234996433,54;54;54,0.0014659478543631228;0.0006253991420936584;0.0008752016638501649,43.11660666666667;5.882441666666667 
01:42:12,656.4009361426023;1134.6857385698954;395.3656182638685,1369.1924212425238,29;29;29,0.0006564009361426024;0.0011346857385698954;0.0003953656182638685,43.11660666666667;5.882441666666667 
01:42:14,892.2709500090274;303.38151276270554;1121.0419065571139,1464.5554775335104,38;38;38,0.0008922709500090275;0.00030338151276270553;0.0011210419065571138,43.11660666666667;5.882441666666667 
01:42:15,1179.3488223520915;2766.3391578865057;508.26469634055195,3049.889995194194,23;23;23,0.0011793488223520916;0.002766339157886506;0.000508264696340552,43.11660666666667;5.882441666666667 
01:42:17,1682.2140951569872;2732.591513808568;2562.6181596978695,4106.569429060799,24;24;24,0.0016822140951569873;0.002732591513808568;0.0025626181596978695,43.11660666666667;5.882441666666667 
01:42:19,174.20248688697765;1649.8275297832483;1113.9933519299827,1998.313932447177,5;5;5,0.00017420248688697766;0.0016498275297832483;0.0011139933519299827,43.11660666666667;5.882441666666667 
01:42:21,349.12261078198867;3775.6691113567344;943.0972325960756,3907.300375699693,5;5;5,0.00034912261078198873;0.0037756691113567348;0.0009430972325960757,43.11660666666667;5.882441666666667 
01:42:23,187.43419199943517;2746.703586823145;129.80625683147906,2756.149820766319,4;4;4,0.00018743419199943517;0.0027467035868231453;0.00012980625683147907,43.11660666666667;5.882441666666667 
01:42:25,56.87351224899301;141.55530268669148;752.8068328348762,768.108473900096,4;4;4,5.687351224899301e-05;0.0001415553026866915;0.0007528068328348763,43.11660666666667;5.882441666666667 
01:42:27,87.1283652591699;446.4724713579813;205.83961726187283,499.29847561128514,10;10;10,8.71283652591699e-05;0.0004464724713579813;0.00020583961726187283,43.11660666666667;5.882441666666667 
01:42:29,78.50923928260856;142.6588800144195;113.95651714323485,198.7494515693535,23;23;23,7.850923928260857e-05;0.0001426588800144195;0.00011395651714323486,43.11660666666667;5.882441666666667 
01:42:31,83.61499902089403;24.729484491348316;56.53682764049961,103.92029803711836,54;54;54,8.361499902089403e-05;2.4729484491348316e-05;5.6536827640499614e-05,43.11660666666667;5.882441666666667 
01:42:32,10.941626284917128;14.461850913365808;3.8600266869881494,18.54087709962691,36;36;36,1.0941626284917128e-05;1.446185091336581e-05;3.860026686988149e-06,43.11660666666667;5.882441666666667 
01:42:34,13.688099803924464;16.225080677668185;15.75683967586805,26.436628298821468,31;31;31,1.3688099803924465e-05;1.6225080677668184e-05;1.575683967586805e-05,43.11660666666667;5.882441666666667 
01:42:36,6.0522175820667545;7.526147979100426;0.6671343167887755,9.680770075806604,39;39;39,6.0522175820667545e-06;7.526147979100427e-06;6.671343167887756e-07,43.11660666666667;5.882441666666667 
01:42:38,10.325618149439219;0.8890967623391977;10.134206714662142,14.495207102912806,45;45;45,1.032561814943922e-05;8.890967623391977e-07;1.0134206714662142e-05,43.11660666666667;5.882441666666667 
01:42:40,24.874757664998526;70.53978990236915;67.3786955229474,100.67027435512846,14;14;14,2.4874757664998526e-05;7.053978990236916e-05;6.73786955229474e-05,43.11660666666667;5.882441666666667 
01:42:42,39.51180927276587;68.97545345306399;112.65279952050555,137.87476016613934,17;17;17,3.9511809272765874e-05;6.8975453453064e-05;0.00011265279952050555,43.11660666666667;5.882441666666667 
01:42:44,38.282286961873055;70.91450740178423;53.44805810292641,96.70106395507086,23;23;23,3.828228696187306e-05;7.091450740178424e-05;5.344805810292641e-05,43.11660666666667;5.882441666666667 
01:42:46,23.10903394063321;131.32881944974264;61.650069258996965,146.90819346575452,9;9;9,2.310903394063321e-05;0.00013132881944974265;6.165006925899697e-05,43.11660666666667;5.882441666666667 
01:42:48,159.46941781679814;51.44852562268574;87.06102833746598,188.83079373543328,58;58;58,0.00015946941781679817;5.144852562268574e-05;8.706102833746599e-05,43.11660666666667;5.882441666666667 
01:42:50,39.96508651415592;28.648119239807112;62.37830559730995,79.42906196886354,30;30;30,3.996508651415592e-05;2.8648119239807113e-05;6.237830559730995e-05,43.11660666666667;5.882441666666667 
01:42:52,14.083392473856316;20.714832280476895;1.0050659052396327,25.069032240093264,34;34;34,1.4083392473856315e-05;2.0714832280476896e-05;1.0050659052396326e-06,43.11660666666667;5.882441666666667 
01:42:54,81.34237791379282;87.78801769574481;99.4161064879151,155.58560577648296,32;32;32,8.134237791379281e-05;8.778801769574482e-05;9.941610648791511e-05,43.11660666666667;5.882441666666667 
01:42:56,16.896579424540313;42.34619488398236;29.90320464134122,54.52427225762802,18;18;18,1.6896579424540316e-05;4.234619488398236e-05;2.990320464134122e-05,43.11660666666667;5.882441666666667 
01:42:57,38.809136025111826;23.266153424580896;3.0089628155973713,45.34883451002261,59;59;59,3.880913602511183e-05;2.3266153424580895e-05;3.0089628155973715e-06,43.11660666666667;5.882441666666667 
01:42:59,23.98753137270654;88.64095203717557;13.37760177612779,92.79860057508463,15;15;15,2.398753137270654e-05;8.864095203717557e-05;1.337760177612779e-05,43.11660666666667;5.882441666666667 
01:43:01,73.75076348304796;20.404957742690982;47.24744989713159,89.93252435351431,55;55;55,7.375076348304796e-05;2.0404957742690985e-05;4.724744989713159e-05,43.11660666666667;5.882441666666667 
01:43:03,4.106928733190407;43.40675140062963;73.4614641157787,85.42598925859394,3;3;3,4.1069287331904075e-06;4.3406751400629635e-05;7.34614641157787e-05,43.11660666666667;5.882441666666667 
01:43:05,36.12875244776392;93.86330440839136;19.51960192043245,102.4530210732036,21;21;21,3.6128752447763924e-05;9.386330440839136e-05;1.951960192043245e-05,43.11660666666667;5.882441666666667 
01:43:07,25.413453038533124;42.59496740023295;43.633701766323085,66.06114419990818,23;23;23,2.5413453038533123e-05;4.259496740023296e-05;4.3633701766323086e-05,43.11665833333333;5.88249 
01:43:09,67.87062914530433;78.44377283096313;12.096329793958915,104.43260501883212,41;41;41,6.787062914530435e-05;7.844377283096313e-05;1.2096329793958916e-05,43.11666666666667;5.882488333333333 
01:43:11,19.614372402826596;117.25290885607403;34.70968917210726,123.84559242214424,9;9;9,1.9614372402826596e-05;0.00011725290885607404;3.470968917210726e-05,43.11666166666667;5.88249 
01:43:12,61.02096783320066;47.27613043785094;2.136076793677333,77.22145976699542,52;52;52,6.1020967833200656e-05;4.7276130437850936e-05;2.136076793677333e-06,43.11666666666667;5.88249 
01:43:14,159.65210039138827;106.16538590749103;30.672591320694664,194.16665569194618,55;55;55,0.00015965210039138827;0.00010616538590749103;3.067259132069467e-05,43.11666833333334;5.882486666666667 
01:43:16,38.97186691919963;121.20458857536316;18.993999837245923,128.72501983961067,18;18;18,3.8971866919199625e-05;0.00012120458857536317;1.8993999837245924e-05,43.11666833333334;5.882486666666667 
01:43:18,55.670800008773945;100.09384013493852;36.619439090110006,120.2455742464138,28;28;28,5.567080000877395e-05;0.00010009384013493852;3.6619439090110005e-05,43.11666833333334;5.882486666666667 
01:43:20,72.18892099380453;142.12267860094704;76.19546783447184,176.6800651049005,24;24;24,7.218892099380453e-05;0.00014212267860094706;7.619546783447184e-05,43.11666833333334;5.882486666666667 
01:43:22,25.779441677729135;34.84436301549274;65.53067111649291,78.5683021590058,19;19;19,2.5779441677729138e-05;3.484436301549274e-05;6.553067111649291e-05,43.11666833333334;5.882486666666667 
01:43:24,58.63424805323261;147.27644707043962;64.10100851057443,170.98908210331078,20;20;20,5.863424805323261e-05;0.00014727644707043965;6.410100851057444e-05,43.11666833333334;5.882486666666667 
01:43:25,1.2158055305477866;32.15462708791096;1.5194451681725951,32.21345898642073,2;2;2,1.2158055305477866e-06;3.215462708791096e-05;1.5194451681725952e-06,43.11666833333334;5.882486666666667 
01:43:27,53.56090979576114;362.35244542439773;12.499727834045515,366.50280893755235,8;8;8,5.3560909795761144e-05;0.00036235244542439775;1.2499727834045515e-05,43.11666833333334;5.882486666666667 
01:43:29,68.14995267232312;43.05260907173152;47.962592945088645,93.79953901347004,47;47;47,6.814995267232312e-05;4.3052609071731513e-05;4.7962592945088644e-05,43.11666833333334;5.882486666666667 
01:43:31,36.55771357854209;20.442990633646566;53.16249967574116,67.68037869213839,33;33;33,3.6557713578542097e-05;2.0442990633646567e-05;5.316249967574116e-05,43.11666833333334;5.882486666666667 
01:43:33,74.27075415611267;108.89190774599703;27.605020443601802,134.6685919179826,33;33;33,7.427075415611267e-05;0.00010889190774599703;2.7605020443601802e-05,43.11666833333334;5.882486666666667 
01:43:35,33.038112440109266;49.79191265106199;2.9628245544675025,59.829171550313525,34;34;34,3.303811244010927e-05;4.979191265106199e-05;2.9628245544675026e-06,43.11666833333334;5.882486666666667 
01:43:37,111.9339155324296;31.710078706741342;133.26849688849228,176.90455845151897,39;39;39,0.0001119339155324296;3.171007870674134e-05;0.0001332684968884923,43.11666833333334;5.882486666666667 
01:43:38,53.11199698448177;94.95503542582189;27.505262041101375,112.222468411403,28;28;28,5.311199698448177e-05;9.49550354258219e-05;2.7505262041101374e-05,43.11666833333334;5.882486666666667 
01:43:40,16.87538076400738;152.12782288233433;2.7595668093578496,153.08581965624518,6;6;6,1.687538076400738e-05;0.00015212782288233435;2.75956680935785e-06,43.11666833333334;5.882486666666667 
01:43:42,54.68132135391193;17.278778804143254;61.49918467520976,84.0877685379262,41;41;41,5.468132135391193e-05;1.7278778804143256e-05;6.149918467520976e-05,43.11666833333334;5.882486666666667 
01:43:44,51.45974844296752;48.550544029871624;51.92175454457271,87.75608030442596,36;36;36,5.1459748442967524e-05;4.855054402987163e-05;5.192175454457271e-05,43.11666833333334;5.882486666666667 
01:43:46,47.33972641944867;31.101552451451624;97.76448143640692,112.98783161424153,25;25;25,4.733972641944867e-05;3.110155245145162e-05;9.776448143640693e-05,43.11666833333334;5.882486666666667 
01:43:48,40.48944161733004;23.247448724110914;98.65669564883284,109.14660943432817,22;22;22,4.048944161733004e-05;2.3247448724110914e-05;9.865669564883283e-05,43.11666833333334;5.882486666666667 
01:43:51,4.9180892435714;114.48648365656533;15.58662690163004,115.64724588170421,2;2;2,4.9180892435713996e-06;0.00011448648365656533;1.558662690163004e-05,43.11666833333334;5.882486666666667 
01:43:52,92.5895143063869;2.3231237983703816;86.15447385469999,126.49430196200682,47;47;47,9.25895143063869e-05;2.323123798370382e-06;8.615447385469999e-05,43.11666833333334;5.882486666666667 
01:43:54,52.18174988110874;133.59146471659338;7.617801011400971,143.623275822649,21;21;21,5.218174988110874e-05;0.0001335914647165934;7.617801011400971e-06,43.11666833333334;5.882486666666667 
01:43:56,6.7006471983588884;3.859403196970649;44.25345084188592,44.92395326915115,9;9;9,6.700647198358889e-06;3.859403196970649e-06;4.4253450841885923e-05,43.11666833333334;5.882486666666667 
01:43:58,34.09181056658439;71.37214907328286;15.345959755595828,80.57129570676615,25;25;25,3.409181056658439e-05;7.137214907328286e-05;1.534595975559583e-05,43.11666833333334;5.882486666666667 
01:44:00,39.53737236340829;59.24963269869484;24.13093407631628,75.20654737274256,32;32;32,3.9537372363408294e-05;5.924963269869484e-05;2.413093407631628e-05,43.11666833333334;5.882486666666667 
01:44:02,83.52833390871656;164.05768084208165;92.45296999294261,206.00839028875578,24;24;24,8.352833390871656e-05;0.00016405768084208167;9.245296999294262e-05,43.11666833333334;5.882486666666667 
01:44:04,4.401216020584298;206.33030390421558;26.32250148137416,208.04912664056715,1;1;1,4.401216020584298e-06;0.00020633030390421558;2.632250148137416e-05,43.11666833333334;5.882486666666667 
01:44:06,73.02626808484392;221.08457163492824;74.51952667237016,244.46755101827583,17;17;17,7.302626808484392e-05;0.00022108457163492825;7.451952667237017e-05,43.11666833333334;5.882486666666667 
01:44:07,41.7757015196491;101.86891620953872;36.22975783028082,115.9097954428599,21;21;21,4.17757015196491e-05;0.00010186891620953872;3.6229757830280817e-05,43.11666833333334;5.882486666666667 
01:44:09,19.676097914378023;9.227652231852074;61.07895240467798,64.83006109592303,18;18;18,1.9676097914378024e-05;9.227652231852076e-06;6.107895240467798e-05,43.11666833333334;5.882486666666667 
01:44:11,134.21183728218028;69.17309978803;135.5959851169537,202.93842953166933,41;41;41,0.0001342118372821803;6.917309978803001e-05;0.00013559598511695371,43.11666833333334;5.882486666666667 
01:44:13,46.26108869234685;8.9102958138784;136.20700533229524,144.12435602660608,19;19;19,4.626108869234685e-05;8.9102958138784e-06;0.00013620700533229524,43.11666833333334;5.882486666666667 
01:44:15,177.5799323018387;20.492246344884254;63.274260749826894,189.62646595352172,70;70;70,0.00017757993230183873;2.0492246344884256e-05;6.32742607498269e-05,43.11666833333334;5.882486666666667 
